,0
2311322772,0
2722124448,25
2675936553,60
1969850411,60
573829725,60
2237973681,60
2520257752,2
1180695272,2
2325994176,19
2714216544,60
2471124670,60
1319038236,58
2021915572,58
2342935553,18
2796882861,18
2615848907,19
2776273882,19
2217335834,23
2443388878,23
2152650197,23
2498578265,32
2137681794,32
2995978663,32
2318956150,32
2776413630,17
2472519918,17
2096558821,17
2165675726,17
2066375901,17
2152353141,17
2034424438,17
2470088292,18
315110467,18
2622890583,18
2120044830,18
2745466011,18
2694899095,18
2785873619,18
1541326569,18
2649657308,1
2112003374,27
2132775078,27
2139009569,39
1059569247,39
2799356997,4
2398747303,4
2800149633,4
3037683248,4
2158837569,23
2617334618,23
2557999286,16
2424517433,16
2145440506,16
2157092959,16
2128228088,16
2130964702,16
2523597626,66
2116226892,66
2586905709,66
2159078941,28
2101941627,28
1975133438,28
3025828282,58
2317797696,58
2856811525,34
39668963,34
1947639641,34
1991724826,46
231631639,46
2316089446,46
2114727086,46
2124062549,46
2310257490,62
2048054197,62
710652558,62
1897465496,28
2620698553,28
2437344225,52
2124123265,52
2788777123,52
2207586041,41
2646812358,41
2143533286,41
2098535151,62
344461270,62
2151524667,62
2016199286,62
2807093287,2
2108743657,2
2122869500,1
2097008753,1
2164871559,1
21257148,1
1700741770,1
2987571105,1
1430702466,1
2435936331,1
2533305647,36
1924633184,37
2558084245,37
2286246748,56
3032540844,56
2699657887,34
2159491900,34
2117862589,34
2020009505,49
1532109195,49
2761879607,49
2637129062,49
2692596004,49
2151705237,49
2519934685,49
2520651052,49
2029370090,49
2254465573,49
568404222,49
2682880398,49
2102517503,23
2938061432,64
2780176902,64
1983843842,64
2179939609,64
1969065655,10
1984626907,10
2251484588,55
2574184197,50
2576959347,50
2308910496,18
2152717868,18
2511238246,18
2472146858,18
2438665322,18
2792321274,25
2109347067,25
2149732714,4
307742627,4
2800886341,4
2652811565,52
1667692900,52
2028879959,52
2965095733,52
2399776737,52
2437313839,52
2075050268,52
2618645728,41
2109001387,41
3024026550,41
2056248643,41
3036250619,41
1386168758,41
2892457908,41
3037060737,41
2122962670,41
2315829421,41
2015637685,41
2307600958,19
2111283808,19
2273741372,19
2226652792,28
2117166862,28
1547410643,28
2063086637,28
3019058970,2
2806236204,2
2496332811,2
2503139844,2
2912826383,2
2763531539,2
2502638112,17
2749431663,17
2104452008,27
2123430384,27
136844851,27
2906127490,2
2730488456,25
2160808777,25
2421865755,25
2670669578,25
2479193960,25
2647762061,25
2300285994,27
2093870442,27
2950379376,27
2680930288,41
2465242906,41
1893617190,27
2780136257,27
2674269409,64
2934426299,64
2427675070,64
2563756160,27
1211761094,27
2947698473,27
2575721074,27
2554427246,27
2788922354,27
2762391898,27
2525723443,24
2143106316,24
2751339783,24
3022582006,2
2147579721,7
2307506004,7
2643335648,27
1958952953,27
2293395338,27
2534302108,48
2153005407,48
2173965764,48
2136804719,55
2639385378,55
2153927730,53
2303088230,53
2472404309,19
2237684873,19
2107707685,25
2356527853,25
2963490090,41
2136951760,41
1184649720,31
702593195,31
2278178731,31
1884321241,31
2244804599,31
2779077977,31
2146013689,36
2145529422,36
1952209416,45
2269770089,34
2147206481,34
2117314152,34
2115285107,64
2048132218,64
2143903783,64
2275214143,64
2576608068,22
1218584317,22
2289793542,22
2270404099,22
2426810561,22
2095468449,22
2057854428,17
2319239833,17
2412069737,4
1981219137,45
2085303641,25
2112361515,19
1924074160,19
2920233108,19
2148250352,19
2131867330,19
2342309003,50
2139855650,50
213008084,50
2019676084,27
2787771724,27
2072431381,27
2087798282,27
1972392107,27
2132149056,27
2153888295,27
2673384298,0
2323815369,0
2109444309,0
2427407435,0
2121370077,0
2894213455,0
2484759767,25
2402704432,25
2700346386,25
3038129354,37
2424548959,37
2118238668,37
2031767696,13
2313009638,13
2656206045,19
1845357789,19
1978013256,19
1980048460,41
2663379667,42
1648556324,42
2086154501,14
1982756828,14
2796824378,30
2122886770,30
2796917135,30
2592996370,30
2422421899,27
2330389772,27
2096214123,27
2779739145,49
2112430580,49
1673517035,49
2161551467,10
228914278,3
2436865979,27
2030530434,27
2632894415,27
2801922550,27
2144557740,27
2639654564,27
2974533609,33
1999187984,33
2708956147,33
2420369416,56
2140827836,56
1630923076,56
2760973676,56
2594928674,13
2106202905,13
2334818889,13
2013783736,13
2223986376,22
2489627672,22
2105673088,22
2572715266,25
2642622424,25
2106883326,25
2245015125,25
2438822611,17
2059746516,17
108188747,17
2805985080,13
2017570566,13
2117500509,13
2147866806,13
2575651109,13
2130749416,33
2159273614,33
2114060605,5
2114316176,5
2636728739,64
2646743614,64
1933096146,64
2130175380,4
626430484,4
942769334,39
175288080,39
2562971042,4
2428441800,4
2874745259,4
2763470116,62
1997744134,62
2580601005,62
2557055735,62
2892489710,62
2128906471,4
2807627826,4
2096968631,4
2566885844,56
2127600228,56
2653537270,56
2563812692,56
2139832501,56
2810324883,56
2583329365,28
1796480205,28
1942583036,28
2314492087,19
1153543545,19
2125627381,19
2485581334,19
2163059473,19
2799847865,56
2422170202,56
2616483260,56
2657179737,56
2482706920,56
2176193820,56
2644644126,22
2113443356,22
2714953024,22
341679660,22
2222567999,22
200615107,22
2777090994,65
2984106287,65
2673988003,65
2560589453,65
237260327,62
1675374432,62
2075569385,42
83435301,42
2565448823,42
2786584735,42
2258755321,6
2115464195,6
2665099833,6
2255939407,6
2779540059,6
2439978979,6
2236506387,6
2644396756,6
2652494538,6
2125505262,8
677111480,8
2224027225,8
2033447279,5
1991868207,5
2570728531,5
2156240877,1
2786077986,1
2130928642,1
2136339327,62
2669966495,62
2541404780,22
2082365199,22
2640051140,14
2000571110,14
2045288580,13
2130590101,19
2091283869,19
2156290647,19
2464794734,62
2052021324,14
2600855332,14
2409668364,38
2217400301,38
2099307370,38
2150601831,30
1689743737,30
2426360604,30
2270074323,30
2975892844,64
2111767806,64
2106776379,64
6208356,64
2328134114,64
261966014,64
1965741499,64
2113229773,17
2302836565,17
2213818168,17
2685536899,9
2326303848,9
1612478103,9
2481729423,9
2440466106,22
2112196364,22
2626333583,4
2147289076,46
2736259283,46
2653877176,6
2612300813,6
2585323094,6
2628820137,6
2704156383,6
1892082270,6
2761602274,6
2038849292,6
2167999815,6
2427466559,6
2799224252,6
2106470597,6
2427522664,6
2630436986,6
2629428522,6
2288448231,6
2222325015,45
2418651614,45
2101907086,16
1974106293,16
2166946004,16
2129004773,16
1984295270,23
2625209987,23
2226721262,41
2574044303,41
2151718296,37
3038066855,37
2126067833,37
2176047760,37
280811836,37
2648666355,10
2583246364,10
1916890136,10
1530881802,10
2966800469,14
2141201392,14
1983968423,14
2605610006,64
2742942570,64
2208426585,64
2572858376,3
2584679896,3
2628282261,19
2106619095,19
2552424980,19
2259203846,19
2421396376,19
2125752803,19
2614760819,19
2194662206,52
2123089244,52
2278353292,1
2213597295,1
2132695841,1
1212299656,1
2419237239,7
342930035,7
2151041406,7
2095569547,7
2157470235,7
2463781319,9
2111427706,9
1916755105,9
2107092985,9
1781151926,9
2886837391,25
2199808386,25
2281361233,25
2971352794,25
2809434194,25
1973037984,25
2573570672,52
106361869,52
2603451163,52
1964530040,19
1925284385,19
265880966,19
1903583874,19
2582706492,1
2017349380,1
1250201618,1
2167820482,14
2123428299,14
2461040881,14
2294531243,14
2577872205,14
2250058502,48
1928058022,48
2141521434,4
2994003737,28
2607968210,28
436419059,28
2098733985,25
2321432406,25
2329820609,25
2781043954,25
2946233934,58
1809325086,58
322663189,58
1236228025,58
2115180308,58
2289916646,22
2177224908,22
2242805897,22
2169209479,22
3016518981,22
2442320380,22
2175968318,22
3016930669,22
2279208206,58
161365106,58
2109947720,58
2569452497,58
2566429515,49
2333085687,49
2778017297,34
2241138896,34
2120150593,34
2154427583,34
2098531147,40
1974614106,40
2430717627,40
3028071758,40
3027903805,40
2949517893,60
2503268601,60
2042267897,60
1986338751,18
3024225418,18
2653482266,18
2936792116,18
2685969749,18
2943135646,18
2104514566,25
2102664213,25
2141688589,2
2331580886,25
2721945722,36
2268645812,36
2618483341,36
2423786196,36
2632681781,25
1999836138,25
2893082855,25
2071082867,25
2799681311,25
2099828964,27
2628363203,16
2308193052,16
2577498623,16
2139379946,42
2120221467,42
2140684319,42
2022969641,42
2609675137,42
3018840000,4
2547202402,4
2157878477,4
2546548161,4
2169771583,43
1873668372,43
402651222,43
2129420337,43
2128386298,43
2345618661,43
2787926263,55
2140207801,55
2788380088,55
2480207866,21
2164024677,21
2321133722,21
2503990686,21
2843955001,2
2810944882,2
2255174812,2
2902136878,2
2581473201,2
2746834732,41
2463655404,41
2973291376,45
1109976968,21
2638313123,21
2611989113,14
2318765508,14
2651133409,30
2037806007,30
2166470817,30
678409084,30
1217319893,30
2235381337,62
2433650381,12
713108479,12
2051792400,12
2738201447,25
2122142897,25
2663601317,25
2608107360,25
2001474573,37
2095193708,41
395634746,41
2107170992,41
2291605317,41
2808110071,41
2110082173,30
2606979482,30
2093617364,30
1441364617,30
2461939105,58
1573505620,58
2810489291,2
1259855907,2
2750278232,21
2592734156,21
2190195019,21
801677043,21
2462773322,21
2706169901,21
1893933348,13
2122552363,13
2785616570,34
1994309565,34
2148763159,58
2142639622,58
2097509225,58
570979950,58
2495924409,54
2467305901,54
2618728594,54
2116296074,54
1824367193,54
2164464434,42
2024482033,42
1424821570,42
2163407116,42
2634329783,42
2471471499,30
2134633027,30
2110868211,30
2122163128,30
1905957941,33
1493819979,33
2465576939,33
1981043050,33
2138784501,33
2598457277,53
2922549212,53
2253436507,53
2120116959,53
2194793636,43
2170436027,43
2025548969,43
2777755307,43
2141577426,43
2163085557,4
2659270726,4
2632188431,8
2156533351,8
2135200911,8
567167614,8
2645594988,33
2189833783,33
1496444394,33
2081022140,33
2157705195,46
2105861111,46
2309093885,46
2587765989,46
2580517991,46
2148863489,46
2658604892,25
2144210935,25
2661508357,55
2135949163,55
2442507087,55
2170231600,55
2135871981,19
2580896829,55
2577087046,55
2569373589,55
2172035279,55
2576627058,55
2761745102,64
3000027422,64
2660234681,26
1643526299,26
2150531691,26
2713448833,26
2060732547,26
2044081987,26
2119123250,26
2131046836,26
2582522191,4
2400315963,4
2508520903,4
2110206448,64
2731309094,64
2663613675,58
2099137556,58
1338196692,58
2025169838,58
353803294,58
2565693980,41
2164248945,41
2101864448,41
2107132282,41
1146847100,41
2582387087,41
2719393159,17
2569231327,17
2096642073,17
2229267262,17
2151371322,17
2433722067,16
2141272254,16
600532925,16
2979734176,25
2461041571,25
2103714302,25
2644609808,25
2479768498,64
2644317071,64
1971880943,64
2094809368,43
2764048271,43
2104246451,2
1874606532,26
823742020,4
2802316778,4
2065432535,4
2708657684,64
2779771911,64
2109658719,64
1995055222,28
2728844857,28
2155772434,10
2244660338,10
2627150600,10
2578700883,10
2718675819,21
2522515843,21
2097015441,21
1360774180,21
2574970820,21
2682865776,35
2250262743,35
2129556285,35
2167871278,55
2155475813,55
2161335143,55
2640419728,55
2003150234,55
2105949172,17
2703548142,17
2009792492,17
2102467021,17
2227885658,17
2123370767,17
2105994447,17
2097584885,17
2498449391,17
2021292870,17
3007462939,48
2303628086,48
2902310471,48
2998357111,25
2791120540,30
126012688,30
2108261049,50
2102000088,50
2138025385,50
2922167971,50
1364973502,50
2952234819,50
2486395312,56
2124670653,22
2177036328,27
1420562326,22
1306787753,22
2109066116,22
726866653,4
2099262030,4
2174614022,14
298271071,14
1664554518,29
2604626571,29
331685708,52
2147791588,52
2805773034,2
2804250549,2
2678785376,2
2135703066,2
2620907193,2
2139423883,2
2634382467,2
2845610635,2
2596370799,50
1519084124,50
2573424358,50
2802463680,50
685768376,50
2112746448,2
2117712499,2
2701813547,2
2622424850,2
2160021007,1
1987148031,1
2609676860,30
2097714096,30
2163078599,30
1969364135,30
2479751573,30
2788802850,30
2704004190,56
2177183760,56
1984856064,56
1961072246,56
2500429882,56
1784396622,56
2167460749,42
2136004109,42
2321136072,42
2139719808,42
2116022953,42
1621850050,42
2236706630,42
2924060930,42
2162853750,3
2116642120,3
2636440031,3
1233539760,3
2082011333,3
1928175228,3
2273809103,3
2613424270,2
2781457498,2
2574684702,10
2309641383,10
2143782480,7
2811642160,64
2179933318,64
2502100975,64
2175827078,12
2093551007,12
2107968089,52
2118891868,52
2130283802,26
2765204527,52
2966236205,52
1391231975,6
2112196470,6
2095315728,14
2628770376,14
1943922236,14
2679184780,14
2421577379,52
1994370742,52
2689596448,52
2711687977,52
2144022079,52
2655828599,52
2704053588,52
2665744756,52
2144557498,52
2010028595,52
2983004026,52
2100524030,52
3002988329,52
2720105759,25
2083716008,25
2703842639,25
2289636686,25
2775252302,45
2026421737,45
2137338878,52
2576270909,52
3037111402,55
2098491677,55
1945316793,55
3037601540,17
2146973428,17
2138630880,17
2116853058,17
2231859990,17
2121214027,38
2129354925,38
2305734263,49
2101281308,49
2105017908,49
2549860804,19
2425404246,19
2580445955,19
2296951458,19
2661886079,42
1903294503,42
2126868650,42
2004992816,42
2231932240,40
2138052168,40
2164082392,40
1919609474,10
1661145992,10
2521415368,10
2123734212,10
2950099669,64
2232393284,64
2094970712,64
2665474217,64
2232620336,64
715181924,24
2988616511,24
2395818027,4
2553430436,18
2429103698,18
2680407385,18
2160622559,18
2088560850,42
2142820649,42
2442930056,44
2424179864,44
2148659726,44
2579507120,44
2168632867,48
2634367240,25
1976518572,25
2235121234,58
2070488941,12
2966698492,52
2894065606,26
2657843530,26
2431039644,2
338990151,2
2640573495,2
2810711417,2
2176020424,2
2175953340,2
2810580686,35
1999381974,35
2584651129,4
1679060987,4
2575516836,4
2471884947,12
2100052106,12
683454529,12
2611710926,2
2510819591,2
1929619243,25
2124979583,25
2802753114,25
1993348205,25
695133320,6
2528828485,6
2877754544,6
2108645164,35
1613982700,35
2168219514,35
1987599458,35
2949725118,2
1932793311,58
2167418538,58
2780106014,50
2777779191,50
2433729193,50
213053247,50
2251990389,33
395960087,33
2631553929,33
739801091,33
2684860321,33
2495837584,17
2138829166,17
2318129529,17
2802399516,17
1952910179,17
1928230520,61
1691334713,61
1997750644,61
2130459296,61
15768389,42
2127608428,42
2174511324,2
2494347612,23
2159175880,23
2953080580,23
2116514182,23
2796847578,23
2634078932,41
2144784059,41
2191339441,41
2107801767,41
2073364863,3
2650100325,3
2312551321,3
2153234496,28
2732523055,23
2686602889,23
2439723397,23
2987582675,36
2444376642,19
2993345684,19
2128512927,19
2778518341,19
2780785312,19
2840389701,19
2930422350,19
2191105314,19
2658060682,19
2787604524,19
2582951224,19
2176656723,19
724431066,53
2064235808,53
2311320539,53
1767385276,33
2187158919,56
2807263940,25
2010529849,25
2482312311,25
2805432025,25
2315448595,25
2669682999,25
2102761352,25
2653790246,25
2736612844,46
2575440209,46
375827492,46
2419947457,46
2980326468,26
2953299074,26
2892687918,48
2220529960,48
2923971449,48
2922010657,49
2096619985,49
2251439680,13
2139466636,13
2138101966,13
2615336869,13
3037971805,58
2670028203,46
2112858533,46
2791042759,16
1829165194,16
2788919881,41
2343598744,41
2668961032,41
2627302916,41
2433052644,38
2251302327,38
2785821162,27
105618526,27
2584682079,27
2800974767,27
247543558,27
2949335969,40
1983698815,62
2002640882,8
2650878940,40
1301931943,40
2167746698,40
2616213661,40
2502694929,14
2585898453,62
3000917078,66
1992223047,66
3001586100,66
2671732741,66
2480595579,66
3037054016,1
2298981621,1
2111855470,1
2054934201,40
147077962,29
2127460749,29
2720001717,6
2136948863,6
2165351590,6
2943189652,26
2951019658,26
2248293228,26
2121940911,21
2242380361,18
2588006782,18
2433634207,18
2257834364,18
2797815071,30
2620285827,8
1868642000,8
2663994071,64
2440214930,64
2113705274,64
2188611707,64
2134267898,64
1688462469,64
2607864844,43
2186021555,43
2076224165,43
2612818554,50
213397988,50
2920043984,50
2116118218,50
1162863962,50
2057641539,22
2113381372,56
1990966557,56
2617000763,56
2681598869,47
2141050572,47
2019544073,6
2134762104,6
1513467960,6
1765330484,26
2112614877,26
2580890185,47
2105240175,47
1897463064,47
2430843766,47
2600636756,58
2501486114,58
2145106648,58
1545963359,58
2829804015,48
2505503486,48
2102303121,48
2728352097,13
2585647421,13
2154364891,13
2574232884,52
2103125491,52
2302686268,52
2765560480,52
23882193,5
2439539482,4
2424276059,4
2501472254,52
2140221950,52
2314350512,24
2125485664,24
2097575052,24
28707131,48
2949580622,25
2903162959,25
2111085896,66
2168383895,66
2011589284,66
2426900781,25
2422489848,25
2672465906,40
1728049679,40
2187210903,40
2285887256,22
2575160101,16
1260149402,16
2003274358,16
2144091328,16
2054199360,2
2110053771,2
2483763722,66
2090325303,66
2786009325,16
2099598958,16
2160220890,16
2092794042,16
2434271505,16
2567935602,58
2329958101,6
2166416512,6
715216473,6
2677068272,6
2552891170,6
2230072209,6
2125008469,6
2472484472,6
2743829210,10
2761302803,10
2314340484,56
2152389809,56
2663005639,56
2627818299,56
1933414693,56
2148733342,36
1773401418,36
2087450536,56
1938106638,56
2036429570,56
1969485471,56
141754911,56
2234601687,22
2440735343,22
2440563668,22
1738894251,22
2715239907,22
2132611129,22
2529957507,51
2230537919,51
2406453512,51
2501736543,28
2642884190,23
2147380744,23
2802160470,23
1744155235,23
2029206019,25
2036816918,25
2217593232,20
2691378543,37
2214160542,37
2306277601,22
2396411870,22
743901016,22
2299311241,61
2113292466,61
2223480070,61
2604538281,61
2785615894,58
2663732624,58
2778626534,58
2460475053,58
2611984349,48
2117837511,48
356054634,4
2894011989,10
1546965912,10
2618685361,10
2921303079,10
2637002393,41
2106884850,41
2149558145,41
1831420002,41
2124917950,36
2517582185,36
2961255767,7
2107029137,7
2546017795,7
2073396815,7
2678186940,7
1975102775,7
2143499369,7
267160208,8
2660290447,41
2058783546,41
2624323828,25
2124259085,25
1571355656,25
1887933400,27
1957112726,27
2121758520,19
24731076,19
2101854996,19
2031725975,19
2036880335,19
2099797159,19
2469089105,23
2015507307,23
1900152892,23
2302191502,23
2022088159,23
2478515875,25
2326520784,19
238972273,19
2127813949,19
2011143532,19
311502162,43
1119604993,43
2135020593,66
1687363108,66
2636918598,66
2321316684,52
2822520993,52
1816766199,52
2412682292,57
1991698221,57
1935818202,57
2102413117,57
2573627922,57
2576024278,57
2318567660,57
2810476638,46
2117893446,46
2487788088,46
2212324914,26
1880830415,26
2051330406,14
1378122355,14
2299558161,14
2065235604,14
2113312566,14
2103620915,19
2716011318,19
2571901476,7
2059325871,7
2239437584,41
1997435839,41
2432359122,41
2038567868,41
950844642,41
2204061600,41
2718880164,61
2119761511,61
2108600586,61
2142296344,61
1974066543,61
694370050,61
2506697723,2
1993288307,26
623513400,26
2186289475,14
2760949903,20
2130108507,20
2010139653,20
2551911604,20
2565428833,20
2128649795,26
2556225032,30
1996381945,30
2616501838,46
2001723361,46
2691834347,46
2049984959,46
2942362053,62
2576261738,62
2090092675,62
2633425485,58
2467408808,58
2671240841,58
2799327928,58
2802270501,16
2893205965,37
2074039765,37
2788552195,34
2224413302,14
2697899324,23
2594404787,23
2421628746,16
733363577,16
2224351656,16
2460839171,16
2131977569,16
2809912937,16
338319233,16
2111220878,16
2903130598,2
2611124690,9
2651296406,9
2765572090,21
2150284621,21
1986802234,21
2504035986,21
2682961081,53
2546600180,53
2235419745,53
2645965193,53
2112195844,53
2651719945,53
2488471857,53
2465991785,53
2809844846,53
2248572739,10
1902992007,10
2466554067,10
1990405909,10
2149807258,10
1969824208,19
2609482434,26
1819422791,26
3008571493,30
2141654425,25
2424620627,25
2909666946,2
2807823851,2
2562032099,13
2422764081,13
2293182083,13
2114870887,1
1479637354,1
2115111550,1
2169400815,16
2502296481,58
1996669638,28
2333183947,27
2308349282,27
353803550,27
2711846567,27
2197177913,50
2140912716,50
2420897586,50
2739640263,50
2686264689,13
2083588093,45
2720332540,13
2681099966,40
2580954109,40
2146260106,40
