,0
2712370233,35
2479318007,35
2420197464,35
2801253535,2
2580125696,2
2574462432,2
2136832986,2
2705270692,10
2157737548,10
2290239983,10
2919520237,19
2946593496,19
2574080142,19
2107528625,18
2844483699,14
2664493819,14
742016208,14
2573600625,25
2262299748,25
2649816737,25
2546560732,25
2973481079,47
2585409193,17
2071272116,25
2298294792,48
2159492149,48
2494054766,48
3019236158,48
2431271152,48
2096785470,55
2669583470,56
365937579,56
1869835571,56
2048929805,19
292852750,19
2431980752,3
1999390197,3
2568449457,12
3015819193,12
1893010835,12
2254075905,12
2291695643,18
2404513548,41
2163008522,41
2310460956,41
2811370783,41
2344044854,22
2440772435,22
545563,22
2053635341,22
1998489439,22
2195237639,21
2126770477,21
1996797369,21
2134712155,31
2020362568,31
2655950047,23
3040074543,23
2554409619,40
2021971466,40
2770599568,40
2787897796,40
2322956769,35
1983202522,35
2636663953,35
2125584385,35
972603304,35
3037085006,35
2563803762,38
2788444815,38
1613438070,38
2514108608,28
2664888653,41
2669235665,41
2256076254,41
2156955213,54
2101213893,54
2619180476,54
2562452493,54
2116108075,54
2936391355,42
1862346703,42
2113047998,42
2424522859,60
2032740167,60
2123845414,60
1905444237,60
2473861362,24
1296644024,24
1968731091,24
2156220775,24
2618415688,24
2615467934,24
2560214036,24
2169984425,24
2634635841,55
2761813953,46
2460746250,46
2313235026,46
2135004459,46
2314175035,28
2082728927,64
2894453314,64
2892417451,64
2169474781,3
316107468,3
2653848650,3
2262483054,3
1593295312,3
2054198376,3
2023526179,28
2112047379,28
2460848081,29
2630839666,29
1963591346,29
1184551702,29
2464311209,22
2042561509,22
2152783336,22
733141520,12
2012715256,12
2149689022,23
2584289413,23
738372743,35
2471071191,35
2118907112,35
2110322944,35
2344250034,6
1268369870,51
2672603182,34
2630494488,34
2963069389,3
2763696055,3
1898196471,3
96692849,3
2277276252,3
2111402570,3
2761472194,28
2171304991,28
2045779367,28
2746279142,28
1838406062,28
2146198674,28
2161686329,28
2150916714,28
1541995680,28
2583225673,58
2143835180,58
2785845511,58
2012551037,58
2116856495,58
2155025478,58
2594246888,58
2557838634,14
2023563174,14
2133360342,14
2806661975,4
1629618223,4
2105813787,4
2788801512,56
2159456496,56
2314581219,56
2481500585,37
2748470612,37
2126683005,37
2583943487,55
2920579012,37
2164051020,37
2785695559,43
2100376977,43
2701428118,10
2297277346,10
2113067030,10
2316413175,10
302507993,10
2569471741,42
2413820573,42
2134212500,42
59687877,42
33456021,42
2342954692,24
2291440785,24
2117694895,50
2106942671,50
2776349379,50
2205805699,50
2583572455,50
2467985664,50
2711922957,50
2981871982,61
2105565646,61
1798122155,61
2582163865,3
2167995677,3
2670634797,3
2099613746,3
1815080490,3
1988017698,34
2103754158,34
2091400255,26
2294069752,12
1939350492,12
3023781901,55
2251970172,55
2745280802,55
3023695664,55
2689585240,55
2537838555,46
2143908571,46
2583740685,46
2805588082,50
2196840670,50
2138094074,50
2105984735,50
2601596777,50
2802465932,50
2587193941,50
2612498834,22
597368343,22
2676981771,22
2038806591,22
2321555729,57
2096386722,57
157629779,57
214814305,57
1536035304,57
2683283451,26
2073944959,26
2497677615,26
708385157,26
714752127,26
1085616028,28
242004597,16
2618264652,16
2692314128,2
2575068703,2
2357123277,2
1727986100,18
2147836248,18
2114435532,56
2147219746,56
2764261165,56
2019559298,12
1936154809,12
2131397057,12
2290122921,12
2861847697,18
2061392929,18
2436681919,17
2115838182,57
2583459755,57
2263441752,41
2110775298,41
2164806818,9
1694968638,9
2761439782,21
2779557399,21
1974875586,21
2155169721,40
2130525506,40
2161710945,40
2252924521,40
1426408916,40
2104996806,40
2014279840,40
2568794947,40
2148408348,40
2683888877,40
1960402865,40
2777231726,40
2128439166,40
1951506739,37
2664255386,22
2146886463,22
2130822441,22
410764994,22
2441256467,22
2655041072,22
1998919651,4
2706298796,4
2974087818,35
2716854453,35
2024004216,42
2267840867,42
911424700,2
249544663,2
2460744459,2
2103831432,2
3005019628,2
2416940230,52
2143047090,52
2641662656,27
2480281683,27
2095200140,27
2026089085,27
1315812006,27
2761796171,27
2260423509,35
2009268485,35
2802345835,35
2800394265,35
2425088074,7
2595735250,7
2674624079,48
2956139201,48
2953887500,48
2632481159,16
2585158691,1
412750680,1
2257045461,1
2236735603,24
2714308957,24
2616497485,24
2124085137,17
2122457438,17
2007447548,17
2777406773,17
2235357826,21
2033450623,21
1907854120,21
2747774459,21
2134432940,37
2209605165,37
2494558553,62
2892519526,58
2328331530,58
2284617810,58
2320249170,58
2080001484,58
2482357840,58
2894127254,41
2059777244,41
2194572132,33
2147099413,33
2773813570,35
732544232,35
2164265259,37
2149136386,35
2332203255,58
2175686979,58
2464839311,58
2250479126,66
1964724005,66
2154139249,66
1979928980,66
2637715537,52
627420096,52
2887967315,2
2789407552,19
2068875648,19
2642267516,17
2141936302,17
2829364897,23
2536990073,23
2485524086,23
2732954327,66
2579726899,66
2077169818,66
2105061118,66
2107300188,1
738409436,1
1850697509,0
329665410,0
2270076239,0
2128234782,0
3024319265,0
2145723954,13
2558352740,21
2022165773,21
2117069845,14
2662953440,14
2640098235,14
2157148985,26
1982917298,26
2951448483,26
2071271265,26
1702985164,26
2607438863,26
2802042363,50
2799467115,50
2643717451,50
2799459913,50
2697341390,50
2799768256,50
2802626522,50
303541984,50
2802853498,50
2037613147,26
1902552727,26
979578924,26
2872788719,26
2582719133,26
1429758917,26
1922676002,26
1963777755,26
2475201432,26
2619767027,26
2113823683,26
289146266,26
3024163957,26
2245476214,24
2122180038,24
2538769009,24
2308224175,24
2283148575,24
2713128015,56
2123230142,56
2575810626,56
2145880232,56
2128950062,56
2699581634,56
2894288213,25
2346609745,48
2084116005,48
1988650664,48
1821149587,18
2665899164,18
2633944667,18
2649280126,18
2111903556,5
1950810215,5
2662361511,48
2554113286,4
4088703,4
2429464926,22
2103419615,22
1924026368,37
1903177921,37
2435817772,25
2397314930,25
2030753995,35
2643541417,41
2630445775,41
536065560,56
581401274,56
2137706011,19
2033815607,19
2466941651,25
2156920966,17
2020158798,17
2101613126,17
2798453954,17
2603224869,17
2548392150,17
2327136628,17
2979525088,61
2921474519,1
2136611506,1
2264177469,4
2673134839,49
2032152997,49
670805235,49
2975144565,19
2124160605,19
1989793887,50
733674930,50
2017982857,50
2051733054,50
2705391697,54
2617498420,54
2170464712,54
2094574182,54
1996671723,54
2802146975,4
2418081972,4
2801281679,4
2903888097,14
2674204320,14
2122394294,14
1992539165,14
2579640582,14
2710888121,33
2744646673,33
1827668378,33
2227141772,33
2608579713,33
2965876568,33
2132619971,33
2983193414,18
2124986263,18
2312432797,18
2797272412,18
2163380811,52
2144317711,52
2023622083,52
2653890127,55
2520549834,55
2081270814,55
2141304705,55
2216463081,56
1827003159,56
1940077471,26
2138263527,26
2130489485,41
2653082979,58
2127797239,58
2791965413,10
2148854814,10
2584180888,10
2715911999,17
2052672386,17
2117445508,17
203754079,17
2578572860,56
2101266294,56
669013600,56
2112977586,56
3037326380,40
2890504256,40
2785702622,40
2180710012,17
2032079781,3
238208410,3
2125545317,3
2713968273,3
2173582484,24
2461683156,56
2709355583,28
2345456366,28
2060422113,28
2205364482,26
2060070550,26
1138287273,26
2037613835,26
2107111161,26
2107837120,35
159800999,49
2773722507,49
2785356525,49
2581114026,48
2143234605,56
2541695892,17
2646307593,17
2252977067,17
2462204308,17
2788020502,66
2505619659,66
1733109,25
2245550069,66
2120502524,66
2696011890,66
2621108950,3
2147824625,34
1183649252,34
1732629056,34
2925332152,24
1916291455,24
1221587151,24
2160747490,24
1954552924,24
2524351626,24
2608143233,24
1878117095,24
2501198129,24
2483344551,24
2787631977,24
2498485561,24
2118086456,24
2584700338,48
2554614237,48
2789484406,48
643357552,48
685843974,3
229224224,3
2293150742,3
2732162625,3
134660424,19
2022787267,19
2247526652,19
2920353311,37
2777069462,37
2287669956,37
2326197853,37
2614361756,37
2777756238,37
2940020215,18
2936107170,18
1946076807,45
2104251163,45
2786321886,22
2963782059,22
1987148001,22
2310689519,62
2252030256,29
2136914324,45
2893681010,18
2437192968,18
2426817634,18
2093468317,56
2131334607,18
2971056481,26
2954862289,26
2810766366,26
1841101866,26
1980328198,26
2695201668,35
2714729261,35
2018593023,35
2994256265,35
3028169947,48
2117559266,48
2807808000,25
2466515317,22
2034431972,22
2114353101,22
2800096737,22
2317595850,17
1214264505,17
2581564627,17
1904496771,17
2675679190,34
2894018473,52
698510404,52
2149009604,52
2139384642,52
2128401943,52
1445607288,17
2019646779,17
2025418038,17
2636883758,23
699268516,23
2606573696,23
2585640820,30
2000129843,30
2232368480,30
2022354492,30
2144555082,30
2764230324,24
2714866177,24
2719087438,24
2566778346,24
2652894766,24
2427670370,10
2114478128,10
2433931361,10
2605395414,10
2109554757,10
1224233613,10
2642432582,43
2274110503,58
2102889518,58
2124143407,58
2133294731,4
2123815314,4
1856162704,4
2173686305,4
2497052734,3
734355243,3
2499260146,3
2128346313,14
2628484030,14
2802752346,14
2132028412,14
2111198812,49
2636945389,49
2181592889,4
1818212282,4
2117024527,4
3027503373,4
2239809797,30
114635065,30
2117433119,30
2020595064,30
2116089398,58
2800362904,58
2584340124,19
2094092134,16
2420820601,16
2307319916,16
2754914252,16
2761733691,16
2177614851,64
2808932116,33
2551262216,42
2107726926,42
2073607721,42
2892833631,22
2340062177,22
2484548657,22
2894196510,22
2255690270,56
2123241091,56
59754750,56
2954426700,56
73991617,56
2839913874,56
2314146976,56
2981063784,49
2725960970,49
3037858284,49
2608081677,49
2619059301,49
2876540438,49
1535261843,49
2064929179,49
2772106967,40
2305570983,40
2785592206,40
2947194710,40
2788441008,40
2611779552,40
2119419479,40
2117093818,54
120033212,54
2566187701,25
675666284,64
2837860791,64
11939477,64
2585775823,56
2120853042,56
2251435691,42
2168995338,29
2984846563,29
2184789855,50
2112473821,50
2924485391,12
2044887378,12
2922423346,12
2250974062,12
2636589814,12
2704180919,46
2316196941,46
94521152,46
2164485618,46
2607092946,46
2428439576,46
804906899,48
2113789577,48
2603902311,1
2102177004,1
2340079111,19
2073372154,19
2616822334,16
391635857,58
280585347,58
2517367787,8
2442084873,52
2092385301,52
2145688734,52
744049173,12
450360624,12
2342617295,12
2893747320,66
2160554419,50
2124436465,36
2086631568,36
2023447257,36
1871665904,36
2763106039,45
2618925203,45
2412215020,45
2065884317,45
2762820583,45
2663187140,19
2433633167,19
2848640899,33
2148321651,33
2617148465,33
2011098734,33
2419982044,33
2144375013,26
1701414771,26
2325915834,26
2149370482,26
2494869467,49
2975221227,49
1934730466,66
2666868974,66
2697732714,66
2432981157,66
2951535914,60
1568185944,60
2668610077,22
2090618032,22
2099785639,22
3025515172,22
2112511638,22
2170431328,6
2158794222,6
2111047398,6
2184005992,6
2547245444,6
2572228177,27
3001853787,27
2168674327,43
2134860957,22
2680913510,43
2162073798,43
1973019890,43
2098375403,43
1404738907,56
2130984612,12
2116489389,12
2512507756,12
2517661547,12
2133001415,12
2112915166,12
1378299872,56
2174925125,54
1834721009,54
2691042243,33
1996235898,33
2572882239,21
2302854468,21
2633600840,21
2732622240,21
2651870919,21
1147085426,43
222411612,46
2788209363,46
2633133790,46
2791173328,35
2136031379,35
2155786849,35
3010959378,35
2108778050,35
2105046301,55
2584458555,55
2187696858,34
2014471144,34
2065777336,34
2787098481,34
2148056120,37
2941442535,37
2198036506,37
2736833893,40
2585101682,40
2107163867,40
2426227242,40
2325426408,40
79900404,40
2591320655,42
2644576059,42
2619916839,40
1968138666,40
2313140110,40
2050093650,40
2581411410,40
2312930946,22
2609511932,22
2295832163,22
2170840621,22
2630013290,22
2091457863,22
2433506363,22
2639576947,35
2124680237,12
1720859580,12
2162103111,12
1898491182,52
2076334094,52
2429658325,47
2631850602,47
2560049025,47
193581012,64
346514712,64
2133032040,19
2778682591,50
2231237921,50
1957147322,50
2814208507,22
2622041314,22
2623392719,22
2746541653,22
2138163452,44
2040288973,44
2111394770,44
2427558957,44
2089787382,44
2610324706,60
2735899646,60
229521353,60
2722972464,18
2665401336,18
2118945575,23
134719345,23
3037533781,48
2130566647,48
2156187150,48
2436520424,48
3011428836,23
2022781145,23
2434420987,23
2568533327,23
2629457603,23
2113156238,50
2634481966,63
2106808712,63
2123373440,63
2727904168,63
2161913010,63
2787085639,63
2944587939,2
2761174344,2
2944620911,2
2944432354,2
2944741719,2
2944790129,2
2706447408,2
2836788632,49
2461389094,63
2315519125,63
2788614744,63
2120788685,63
2689647675,63
2671212700,63
2721474986,63
2672734816,63
2584994985,16
2228877194,16
2721368349,66
2258888221,66
2321589241,66
2236961427,66
2470455715,55
1978993565,55
2118089185,55
2474522198,29
2113082443,29
1970074387,44
2578269576,44
2798128556,16
2710378280,18
2584424261,21
2678095060,25
2126469772,25
2315887134,25
2656125031,30
2079541302,30
2171414730,56
2574477466,2
2108091161,12
2217429252,12
2201714699,12
2137303216,55
2022187176,55
2101639509,55
2607270055,55
2022146852,55
2894370648,2
2437469538,2
2633020374,2
2176633243,2
2316820830,2
3019523809,29
2149419004,29
2103799033,29
2792655326,2
2762324653,2
2020315999,2
2747422245,2
2071595671,27
2157230658,27
1974906001,27
2502656526,27
2157907581,27
2422933356,27
2040608934,27
213930927,27
587723211,27
2130677577,27
2008234702,27
2320615353,27
1930139159,27
1223990558,27
2870372253,27
2243220964,13
1934146790,13
2071742382,35
2588695417,35
2034945560,35
2111295053,48
1906066606,48
2098952934,48
2563942047,48
2618872269,48
2918614171,48
2734713882,48
2080386130,12
2147832622,34
1957627287,34
2312653138,34
2679261866,11
2777023771,50
2109019331,50
2345284712,50
2465960725,50
2169865512,50
2137280752,36
319784653,36
2066559913,36
2050335354,36
2074342881,36
2682432291,41
2548188092,41
2716027734,41
2800970462,41
2269445865,17
2125511845,17
2435998413,42
2992157426,42
2811380178,42
2684592574,38
2398512876,38
2169379155,1
2200134303,1
2076117240,1
2125305679,2
2661910308,2
2697665025,22
2191498870,22
2438953790,22
406956115,22
1994987111,22
2735308805,48
2461445325,48
2717707561,34
2441051060,46
2319079372,35
2598619498,35
2313915549,35
2103776229,35
2669393813,52
2166854512,52
2680835527,52
1975984532,19
2033252023,19
2583950729,4
2749214035,4
2796883935,62
2409183841,62
2657371863,62
2435807914,52
2166800138,52
2317405456,26
2569237791,1
2156137908,1
2616605727,55
1521311313,55
2707717985,37
2332854628,52
2104257587,52
2786276379,19
2582858835,19
2463870236,19
2574219948,19
2582645624,19
2049322525,26
2626462117,0
2122721439,0
280033479,0
2110861343,64
2760905000,64
2480194133,64
165062695,64
74131763,64
2433162591,56
2309756473,56
2585501031,56
2057990514,56
2788980564,56
2580418021,56
1983036764,56
2309935146,56
2141247815,56
2686125898,56
2128518939,50
2922666978,50
2660372076,0
2338559054,0
2177376004,0
3025025566,0
1898858765,0
2721854024,0
2667066441,60
2496156183,60
2486658109,60
2559243157,46
2105678290,46
2307390329,46
2648413491,46
2777596984,46
1274478242,46
2918519415,46
2612063804,60
2950640036,60
2308498178,60
2691771131,60
2697707574,16
2100529083,16
2149476243,52
2614427651,52
2651532656,25
2119430520,25
1975303554,25
2594584353,25
2214003913,45
2154144258,45
2805828080,45
2304481179,58
2312359720,58
2097559070,58
2105907589,0
2102115355,62
669515999,62
2098601949,62
2238056800,23
2683111557,23
2145293145,14
2096701249,14
2168400943,14
2437895483,14
2525540379,14
1968809380,14
2308880118,61
2124008024,26
2564779695,25
2430639568,18
2521218436,18
2778542318,18
2487279817,18
2764000979,10
435088740,10
2016395590,10
2610015505,10
2141376288,13
2618232183,13
2333043266,16
2307247855,34
2112020177,34
1918422071,34
2612504769,45
1542168487,45
2761358205,45
2303790649,45
2173718177,45
2008037677,45
2251304709,45
2508955976,45
2120043068,45
2440553059,45
2675368996,45
2800687900,45
2130071932,45
2686523826,45
2078475069,45
2720774045,45
2471118603,45
2944703052,45
2791077117,45
2735102868,45
2716961342,45
2697609526,45
1868319760,45
2305214416,45
2697642401,45
2152998297,45
2515844442,45
2163260173,45
2097235274,45
313547630,45
2152969826,45
2146684117,45
2811208822,45
2949697651,45
2432173239,45
2721227887,45
1420623971,45
2123601879,45
3024727364,45
2104801339,45
2331727853,45
2126299249,45
2414335218,45
2040807229,45
2662761901,45
2060293859,45
2157432486,45
1908244106,45
2520913941,45
2509167772,45
2466273026,45
2107986848,45
2250505008,45
2712322459,45
2159375658,45
2116552823,45
2710673060,45
2646341679,45
2708446980,45
2011703048,45
189346756,45
2602304205,45
2598967570,45
2598836588,45
2036296094,45
2652106136,45
2703563299,45
2154012900,45
417233343,45
2633384508,62
2710993962,62
2779998292,64
2150500064,64
2082244437,64
2070290523,64
2294779244,64
2707237603,30
2603111755,30
2598095276,30
2550916226,2
2293626462,2
2762578681,2
2418978802,28
2620425338,28
2471268512,46
2184673338,46
2145401866,46
2176979970,46
2066689609,46
2893399493,25
2699506824,25
2139586254,25
2653211119,27
2187407402,36
693597680,36
2166301568,36
2674947207,19
2615142413,66
2055928960,66
2514286084,57
2682118818,57
2950081339,25
2635660586,25
2762950073,25
2783093739,25
2228494000,25
2146724288,43
1997371847,43
2135333334,43
2029040810,43
2070402087,43
2648561533,43
2338359009,2
2162849355,43
2056795529,43
2110005884,43
2045572039,43
2653184405,43
2941268862,18
2940729755,18
2444653397,18
2154178151,18
2628355276,4
2151765244,4
2625298957,4
2802977604,56
2746357364,50
2598483126,50
2336426857,19
1972867898,19
2042841954,19
2893325157,24
2893153669,24
2144177446,55
2693021073,55
2132022267,46
1521769863,46
2093220864,12
2107260727,12
2696602428,12
2787424297,24
2027077815,24
2089809797,24
1908850352,60
2582660454,60
2307731918,35
2128944830,35
2054567101,35
2420536093,35
2539108005,53
2687763944,53
2581975411,53
2141257403,53
2920000305,13
2102771920,14
2652707619,14
2787418474,25
2490155780,25
2788662571,25
2807181906,2
2810190506,22
2723209663,22
2789141344,22
2165714643,22
2143538088,62
2079992489,62
2122075348,62
2639067254,62
2138177386,66
2102713073,36
1175950698,36
2055887702,36
2107641273,36
2127410606,50
2657851189,50
2923210154,64
2149012376,17
2951608544,25
2893059029,25
2492496092,7
2215475886,7
2580532079,7
2177767091,7
2693616780,7
3025632353,2
2697340081,2
3024536619,2
2786430560,55
1973454459,55
2428660343,55
2163714730,55
2117110622,61
1959602856,61
2146478905,61
2140169688,61
2701566747,31
2642381456,31
214826,31
2240927302,31
2422256734,31
2058437235,4
2778365471,48
2103887378,4
2699301606,13
2136808126,13
2159711860,13
2096422874,13
2142654815,21
2788742272,31
2788082905,31
2131501510,31
2789121555,31
2799472543,19
2100056358,19
2582248333,19
2216381357,19
2502269799,19
2887508538,58
2424412371,58
2314330912,40
2053901653,40
2434473929,40
2114735098,40
2151383784,45
2098930673,45
2620567283,25
707947145,25
2792342355,55
2137619046,55
2646291675,55
2120339444,19
1215791322,19
2585030387,19
2474008477,42
2112005453,42
2707658119,60
2699719144,60
2468792964,16
2895940285,16
2294210101,1
1919180085,1
2586030509,1
2187692626,1
2427814348,1
2118598189,1
2593655510,1
2612660146,7
2586652718,7
2668943774,7
2284458187,7
2498597666,7
2694445079,63
2129835082,63
2583024778,63
2116412918,63
2230303982,63
2154978208,63
1601943073,54
2620814650,41
2021285966,13
2234883338,13
2582502829,30
1985504651,30
2026316630,30
2660428990,30
2783333064,58
2489261247,58
2617770490,58
2257986694,40
2227872545,40
2302588071,27
2080553722,27
2788937969,16
2146508364,34
2105918647,34
2028268663,34
2040531146,1
2489469203,1
462495082,28
2089339389,28
2597464955,37
2657187052,6
575681623,6
2102145033,6
2154078059,6
1908170423,6
1971118491,6
2314984771,33
2106236834,33
2309926251,22
2165950602,22
2258723751,22
2690906021,22
2305916275,22
2220341359,64
2100936018,64
2548142746,64
1918925444,12
2169959128,16
1456959199,16
2107872246,2
753709184,2
3024383703,2
2176327316,28
2289488511,30
2653669690,30
2616236954,57
2020480564,57
2107812393,57
2431035881,6
2581423104,6
2164443658,6
2123653637,46
2107560841,46
2162767258,54
2645446951,54
2724673885,58
3000183049,18
2648446259,5
2636974995,5
2586486820,5
2112623838,33
1992516683,33
1852531580,33
2116967268,64
1566038458,64
2570512565,64
2671393137,64
2709085459,64
2657490916,19
1782375542,19
2174301138,19
2613822711,19
2140430018,19
1997045972,19
2158506569,19
2776013433,28
2428751206,28
663034347,28
2784857836,28
1239692936,66
440040686,66
2319673360,66
2101807158,66
2681562748,66
2422747720,22
2307679048,22
2122284205,22
2112306427,22
1829846584,22
268959413,22
2635418925,64
2045140049,42
2464453095,64
2042056367,64
2204876285,34
2121948748,34
2307509459,34
1894548125,34
2924411547,40
2045626284,40
2788587576,40
2790643837,40
2131741292,43
2241813811,12
1995688473,56
2491911855,56
2514162795,56
2576150079,49
2167261347,49
2564920747,49
2182454184,49
2115018868,49
1997530172,13
2786619393,13
2505617124,66
2230537162,66
2106407924,66
2463908280,6
1965303676,6
2928787088,40
2093979806,40
2462574169,4
2167400827,27
2636693497,27
2476358433,59
2142565223,59
2615814378,59
2149903474,59
2660395671,42
2127543282,34
329919712,34
1905018078,34
2762832138,34
2523113396,34
2715285978,34
2738714332,34
1864845264,34
2661240494,34
2176993228,34
2551062337,36
2119883387,36
1986785820,36
2194694830,36
2909405432,55
2687802496,27
2600727760,27
2697214336,27
2309515763,54
2096310267,54
2164415192,54
2132465414,54
2295153324,25
2610046822,48
2086480315,48
2098800042,48
2314355026,33
2205268834,33
2581241461,6
1724899314,6
2289090646,6
2572203356,6
2305691008,64
1869014371,64
2650507096,64
2107088595,64
2534730043,52
2121552892,52
326379306,46
2099443970,46
2220999854,14
1830877387,14
2661938908,14
2686284344,42
2621852396,42
2677471036,42
2184899472,12
2121687169,12
2642534963,41
2916193835,10
2961512832,37
2043550855,37
2074091576,37
3037354278,37
2998169061,25
2152778909,4
2160033495,6
1873312112,6
2632843190,6
2656271651,6
2168761289,41
2112101976,41
2568014346,41
2460336308,22
1967197618,27
2628777529,33
2151696411,33
2134804567,23
2894278787,23
2630926596,41
2797334668,41
1978685351,61
1980433501,61
2070700760,1
918128839,1
2118878989,1
2168880967,1
2105639682,1
2778120138,1
2141134711,1
688312309,1
2470275696,1
2550409789,48
2788276791,28
2622392976,28
2582951807,31
2205369746,31
2130496119,31
167898947,58
2701184813,58
2614674207,58
2436919214,58
48702349,25
2401367738,13
2001170273,13
2124028870,28
2605555336,28
2494895355,48
2322194802,48
1968859902,48
2918820549,3
2168265577,3
2069935068,3
2157118429,3
2102163171,3
2168361852,12
126620269,12
2061864693,12
2627879298,12
1969341974,12
2765007004,54
2811283914,17
2403733575,17
2246878827,17
2637718332,58
3037343660,58
2657662364,58
2780636251,58
1998479146,58
763937172,58
2605515410,12
2316904754,12
2560446160,12
2676254615,12
2319975128,12
2569881484,12
2319600744,41
2641331143,1
2607451354,1
2920336623,61
2251739267,61
1995299635,61
2160497967,48
2491811311,48
1164746986,52
2189457619,35
2761913775,35
323329593,35
339621869,35
2974662478,26
1978923806,25
2631038722,65
2470095006,65
2131207479,65
2163516652,65
1898861175,65
2649314704,23
1947118629,4
2951312908,4
2607832036,14
2041284275,14
1635878195,50
2115782564,50
2041162074,10
2306837503,10
2327026060,19
2143337571,19
1993433741,19
2788453704,55
2147111380,55
2755858528,2
2793589152,2
2892950373,25
2168225303,25
2762881186,25
1308142464,25
1956394727,25
1830892513,12
2574967316,19
2607813258,52
2617095020,52
2135058953,60
3014830413,1
2132015257,1
2045325700,1
2111451798,1
2247898659,1
2620712986,25
350378988,25
276983506,25
242696622,25
2106442773,41
2119895472,41
1838399359,17
2109340353,42
2640262912,42
2471563195,17
2086411404,17
2677833266,17
2704764064,56
208210307,56
2319627919,58
1228734760,58
2426582890,12
1473001231,12
2613715325,12
2432598075,12
1871694298,23
2761567690,62
2111221127,62
2763386781,62
2974983947,47
2643135980,19
2632175057,19
2572162532,19
2143760913,17
2115797375,17
2923155982,17
2311094942,17
2140500788,16
2027592386,16
2088763121,16
2326498942,16
1993113712,16
2561250121,28
2678509232,28
2711949469,53
2291439195,53
1228687610,53
22571037,53
2037199159,53
2824195005,43
2971549131,43
2150274371,43
2618987481,16
1867230557,16
2660402049,16
2096735434,10
2315496867,57
2592320091,52
2555304989,52
2422946556,52
3038031530,52
2421381763,55
2807128139,55
2137398316,55
2612475081,26
2008181116,49
2749366060,42
2004603294,42
2560906316,4
2165070568,4
2270231192,4
2760349280,4
2011035657,4
2765571354,4
2166439425,4
2153640679,4
2922875171,4
3025869235,4
2172036837,4
2993888996,4
2787771438,19
3037928705,19
2118296054,19
1828312041,66
2197866232,66
2892788026,8
2229919774,8
2598078845,8
2626387029,52
2476084537,52
2166405343,66
2548143226,11
135396596,11
2156273311,11
2462108827,11
2683523411,33
726086688,33
2106434486,21
2463227021,12
2254321309,12
2608775380,2
2163899506,2
2497494605,21
2681631671,30
2436913298,30
2325707473,36
2150327202,36
2704232507,36
2155708779,48
2780179027,46
2631796773,46
2615303362,46
2629017956,46
1932616899,46
2471196079,10
1981790849,10
2691723801,10
2120440225,35
1834348424,35
2143385502,35
2032824235,35
2274977830,35
2491289276,14
2661814715,14
328935857,14
2345549913,14
2277545497,37
2318339368,37
1992503502,37
593111127,37
2127191600,11
1986175003,19
2142778572,1
2551294665,41
2167399478,16
1987760431,27
1671149268,27
3014738890,17
2523777944,30
2638999397,30
2938055896,55
2785363875,36
1684967678,36
2643756453,36
2441315130,3
1998889311,3
2580986868,3
2713674951,3
2444124765,1
2610010284,1
2344072825,12
2787456638,56
2038445851,56
2533579322,56
2626715687,56
2146140315,44
2424686219,44
2156655397,44
2441098116,21
2157836983,21
2002028570,21
2114084484,21
1932690198,21
2163872787,4
2128275581,4
2102977337,4
2042736415,4
2164397378,4
256526559,4
2104259445,4
1827686451,17
2866551908,17
2697232265,14
2501103616,14
2901995409,16
1990823774,16
2902259750,16
2902342422,16
2257262862,16
2578817251,17
2542806484,24
3009254781,24
2035735888,40
1973171319,40
2720776140,40
2166598558,40
2613838795,40
2159070809,27
2303099595,27
2284880035,27
2160834184,27
2787335129,27
2699526824,13
2635582016,14
2787990555,49
2123021601,49
2134508551,64
2189498380,64
1412482516,64
1218125420,30
2308607895,12
1995996911,12
2786175171,12
286313202,12
2636428219,40
2559595839,39
679087163,39
2558763856,39
2629445639,39
2595961065,39
2332580778,39
2341906250,39
2699963653,56
1644289319,17
2095851996,16
2607571336,16
2113519678,3
2423759648,3
277345242,3
2307837668,3
1942788524,43
261064197,48
2603794321,35
2170650002,35
2779857536,37
2142294029,61
1838224178,61
2616732564,61
2576995707,36
2224110919,36
719619959,21
2057710146,21
2586137519,55
2622125097,64
2098856523,64
1905350957,64
2498106026,64
2148568120,64
2559063734,53
2056011803,53
2140123651,53
2899240524,17
2809882597,17
2062348979,17
2440708894,48
2029474144,48
1165500726,48
2656818479,3
2100699575,3
1902801316,3
2597567547,3
2481855125,58
2126276062,58
2313114112,55
2166869900,40
2495571727,40
2510414452,48
2479165799,48
2125248654,35
2544580741,35
2580814137,45
182739480,45
2649760020,45
734914715,40
1992298453,40
3018124858,40
2561535332,40
2785763610,40
2883717326,40
2127155322,40
2606461356,40
838408076,36
698585692,36
1943088788,36
2593187770,36
2641943845,36
2496115740,36
2691252675,25
2556322106,46
2167335270,46
2978506097,46
2603662789,43
2658690748,43
2924272407,17
2277523773,17
2493667762,17
2301717778,17
2809676705,17
524228955,27
2206371909,27
2952054578,54
2171779426,48
2713557988,7
2630602659,7
2712895789,7
2810729959,7
2684621910,7
2124064428,45
2655283494,45
2138555480,6
2483087413,6
2551337234,27
2604990400,19
2113754882,19
2529710386,19
2794941284,19
2129074030,13
2410236228,13
2800796355,4
2420261430,4
2810163479,61
2040867409,61
2801292428,19
2654075229,19
2627981978,19
2175790112,19
2327120064,19
1926259114,19
2618735377,4
2012189012,4
2461906789,24
2764289978,64
2633960450,64
