From,To,Weight
2146478905,2140169688,1
2557172173,2140169688,1
2701566747,2642381456,1
2701566747,214826,1
2701566747,2240927302,1
2701566747,2172198057,1
2701566747,2422256734,1
2642381456,214826,1
2642381456,2240927302,1
2642381456,2172198057,1
2642381456,2422256734,2
2240927302,214826,1
2172198057,214826,1
2422256734,214826,1
2240927302,2172198057,1
2422256734,2240927302,1
2422256734,2172198057,1
2058437235,2562971042,1
2778365471,2173965764,1
2610235978,2103887378,2
2169084497,2103887378,1
2596793557,2103887378,1
2261170328,2103887378,1
2610235978,2169084497,2
2610235978,2596793557,2
2610235978,2261170328,2
2699301606,2103558654,1
2699301606,2136808126,1
2699301606,2159711860,1
2699301606,2251439680,1
2699301606,2096422874,1
2136808126,2103558654,1
2159711860,2103558654,1
2251439680,2103558654,1
2103558654,2096422874,1
2159711860,2136808126,1
2251439680,2136808126,1
2136808126,2096422874,1
2251439680,2159711860,1
2159711860,2096422874,1
2251439680,2096422874,1
2462773322,2142654815,1
2788742272,2788082905,1
2788742272,2131501510,1
2789121555,2788742272,1
2788742272,1884321241,1
2788082905,2131501510,1
2789121555,2788082905,1
2788082905,1884321241,1
2789121555,2131501510,1
2131501510,1884321241,1
2789121555,1884321241,1
2799472543,2588863623,1
2588863623,2100056358,1
2588863623,2582248333,1
2588863623,2216381357,1
2588863623,2502269799,1
2799472543,2100056358,1
2799472543,2582248333,1
2799472543,2216381357,1
2799472543,2502269799,1
2582248333,2100056358,1
2216381357,2100056358,1
2502269799,2100056358,1
2582248333,2216381357,1
2582248333,2502269799,1
2502269799,2216381357,1
2887508538,2424412371,1
2887508538,2501486114,1
2501486114,2424412371,1
2426227242,2314330912,1
2314330912,2053901653,1
2434473929,2314330912,1
2314330912,2114735098,1
2426227242,2053901653,3
2434473929,2426227242,2
2426227242,2114735098,2
2434473929,2053901653,2
2114735098,2053901653,2
2434473929,2114735098,2
2151383784,2098930673,1
2414335218,2151383784,1
2414335218,2098930673,1
2620567283,2157344294,1
2620567283,2245015125,1
2281361233,707947145,1
2102761352,707947145,1
2792342355,2105046301,2
2137619046,2105046301,1
2646291675,2105046301,1
2569373589,2105046301,1
2792342355,2137619046,1
2792342355,2646291675,1
2792342355,2569373589,1
2646291675,2137619046,1
2569373589,2137619046,1
2646291675,2569373589,1
2120339444,1215791322,1
2585030387,1215791322,1
2585030387,2120339444,1
2474008477,2112005453,1
2164464434,2112005453,1
2140684319,2112005453,1
2474008477,2164464434,1
2474008477,2140684319,1
2164464434,2140684319,2
2707658119,2675936553,1
2699719144,2675936553,1
2707658119,1969850411,1
2699719144,1969850411,1
2707658119,573829725,1
2707658119,2699719144,1
2699719144,573829725,1
2468792964,2895940285,1
2294210101,1919180085,1
2586030509,2294210101,1
2294210101,2187692626,1
2427814348,2294210101,1
2294210101,1430702466,1
2294210101,2118598189,1
2593655510,2294210101,1
2586030509,1919180085,1
2187692626,1919180085,1
2427814348,1919180085,1
1919180085,1430702466,1
2118598189,1919180085,1
2593655510,1919180085,1
2586030509,2187692626,1
2586030509,2427814348,1
2586030509,1430702466,1
2586030509,2118598189,1
2593655510,2586030509,1
2427814348,2187692626,1
2187692626,1430702466,1
2187692626,2118598189,1
2593655510,2187692626,1
2427814348,1430702466,1
2427814348,2118598189,1
2593655510,2427814348,1
2118598189,1430702466,2
2593655510,1430702466,1
2593655510,2118598189,1
2612660146,2586652718,1
2668943774,2612660146,1
2612660146,2147579721,1
2612660146,2284458187,1
2612660146,2307506004,1
2612660146,2498597666,1
2668943774,2586652718,1
2586652718,2147579721,1
2586652718,2284458187,1
2586652718,2307506004,1
2586652718,2498597666,1
2668943774,2147579721,1
2668943774,2284458187,1
2668943774,2307506004,1
2668943774,2498597666,1
2284458187,2147579721,2
2498597666,2147579721,1
2307506004,2284458187,2
2498597666,2284458187,1
2498597666,2307506004,1
2109347067,2104514566,1
2642622424,2109347067,1
2642622424,2104514566,1
2157344294,2104514566,2
2642622424,2157344294,1
2694445079,2106808712,1
2694445079,2129835082,1
2694445079,2583024778,1
2694445079,2116412918,1
2694445079,2230303982,1
2694445079,2154978208,1
2129835082,2106808712,1
2583024778,2106808712,1
2116412918,2106808712,1
2230303982,2106808712,1
2154978208,2106808712,1
2583024778,2129835082,1
2129835082,2116412918,1
2230303982,2129835082,1
2154978208,2129835082,1
2583024778,2116412918,1
2583024778,2230303982,1
2583024778,2154978208,1
2230303982,2116412918,1
2154978208,2116412918,1
2230303982,2154978208,1
2158146792,1601943073,1
2133198171,2620814650,1
2143047090,2404513548,1
2021285966,2234883338,1
2582502829,1985504651,1
2026316630,1985504651,1
2660428990,1985504651,1
2582502829,2026316630,1
2660428990,2582502829,1
2660428990,2026316630,1
2783333064,2489261247,1
2783333064,2617770490,1
2783333064,2142639622,1
2617770490,2489261247,1
2489261247,2142639622,1
2617770490,2142639622,1
2257986694,2227872545,1
2227872545,2107163867,1
2257986694,2107163867,1
2302588071,2080553722,1
2302588071,2096214123,1
2096214123,2080553722,1
2788937969,2577498623,1
2577498623,2157092959,3
2788937969,2308193052,1
2788937969,2157092959,1
2308193052,2157092959,1
2146508364,2105918647,1
2105918647,2028268663,1
2146508364,2028268663,1
2238056800,2149689022,2
2040531146,2489469203,2
1978013256,2656206045,1
462495082,2089339389,1
2209605165,2126067833,1
2597464955,2126067833,3
2597464955,2209605165,1
2657187052,2112196470,1
2112196470,575681623,1
2112196470,2102145033,1
2154078059,2112196470,1
2112196470,1908170423,1
2112196470,1971118491,1
2657187052,575681623,1
2657187052,2102145033,1
2657187052,2154078059,1
2657187052,1908170423,1
2657187052,1971118491,1
2102145033,575681623,1
2154078059,575681623,1
1908170423,575681623,1
1971118491,575681623,1
2154078059,2102145033,1
2102145033,1908170423,1
2102145033,1971118491,1
2154078059,1908170423,1
2154078059,1971118491,1
1971118491,1908170423,1
2314984771,2106236834,1
2147099413,2106236834,1
2106236834,2081022140,1
2314984771,2147099413,1
2314984771,2081022140,1
2147099413,2081022140,1
2309926251,2234601687,1
2309926251,2165950602,1
2309926251,2258723751,1
2690906021,2309926251,1
2309926251,2305916275,1
2234601687,2165950602,1
2258723751,2234601687,1
2690906021,2234601687,1
2305916275,2234601687,1
2258723751,2165950602,1
2690906021,2165950602,1
2305916275,2165950602,1
2690906021,2258723751,1
2305916275,2258723751,1
2690906021,2305916275,1
2220341359,2100936018,1
2548142746,2100936018,1
2548142746,2220341359,1
2131397057,1918925444,1
2169959128,1456959199,1
2169959128,2099598958,1
2169959128,2128228088,1
2099598958,1456959199,1
2128228088,1456959199,1
2128228088,2099598958,1
2217400301,2107872246,1
2107872246,753709184,1
2107872246,2103831432,1
3024383703,2107872246,1
2217400301,753709184,1
2217400301,2103831432,1
3024383703,2217400301,1
2103831432,753709184,1
3024383703,753709184,1
3024383703,2103831432,1
2787085639,2107148473,1
2787085639,2422217012,1
2023526179,436419059,1
2176327316,2023526179,1
2176327316,436419059,1
2289488511,2150601831,1
2653669690,2150601831,1
2289488511,1689743737,1
2653669690,1689743737,1
2653669690,2289488511,1
2426360604,2289488511,1
2653669690,2426360604,1
2616236954,2020480564,1
2107812393,2020480564,1
2616236954,2107812393,1
2431035881,2581423104,1
575681623,2164443658,1
2123653637,2107560841,1
2107560841,2105678290,1
2123653637,2105678290,1
2162767258,2645446951,1
2724673885,2501486114,1
3000183049,1986338751,1
3000183049,2511238246,1
3000183049,2257834364,1
2430639568,2242380361,1
3000183049,2242380361,1
2430639568,1821149587,1
3000183049,1821149587,1
3000183049,2430639568,1
2648446259,2570728531,1
2636974995,2570728531,1
2586486820,2570728531,1
2648446259,2636974995,1
2648446259,2586486820,1
2636974995,2586486820,1
2112623838,2155994924,1
2081022140,2155994924,1
1992516683,2155994924,1
1852531580,2155994924,1
2081022140,2112623838,1
1992516683,2112623838,1
1852531580,2112623838,1
1992516683,2081022140,1
1852531580,2081022140,1
1852531580,1992516683,1
2116967268,1566038458,1
2570512565,2116967268,1
2671393137,2116967268,1
2709085459,2116967268,1
2116967268,2071230401,1
2570512565,1566038458,1
2671393137,1566038458,1
2709085459,1566038458,1
2071230401,1566038458,1
2671393137,2570512565,1
2709085459,2570512565,1
2570512565,2071230401,1
2709085459,2671393137,1
2671393137,2071230401,1
2709085459,2071230401,1
2657490916,1782375542,1
2657490916,1845357789,1
2657490916,2174301138,1
2657490916,2613822711,1
2657490916,2140430018,1
1845357789,1782375542,1
2174301138,1782375542,1
2613822711,1782375542,1
2140430018,1782375542,1
2174301138,1845357789,2
2613822711,1845357789,1
2140430018,1845357789,1
2613822711,2174301138,1
2174301138,2140430018,1
2613822711,2140430018,1
1997045972,2158506569,1
2776013433,2428751206,1
2428751206,663034347,1
2784857836,2428751206,1
2428751206,2098050749,1
2776013433,663034347,1
2784857836,2776013433,1
2776013433,2098050749,1
2784857836,663034347,2
2098050749,663034347,1
2784857836,2098050749,1
1239692936,440040686,1
2319673360,440040686,1
2101807158,440040686,1
2681562748,440040686,1
2893747320,440040686,1
2319673360,1239692936,1
2101807158,1239692936,1
2681562748,1239692936,1
2893747320,1239692936,1
2319673360,2101807158,1
2681562748,2319673360,1
2893747320,2319673360,1
2681562748,2101807158,1
2893747320,2101807158,1
2893747320,2681562748,1
2422747720,2307679048,1
2422747720,2122284205,1
2422747720,2112306427,1
2422747720,545563,1
2422747720,1829846584,1
2422747720,268959413,1
2307679048,2122284205,1
2307679048,2112306427,1
2307679048,545563,1
2307679048,1829846584,1
2307679048,268959413,1
2122284205,2112306427,1
2122284205,545563,1
2122284205,1829846584,1
2122284205,268959413,1
2112306427,545563,1
2112306427,1829846584,1
2112306427,268959413,1
1829846584,545563,1
268959413,545563,1
1829846584,268959413,1
2635418925,2646743614,1
2045140049,15768389,1
2142820649,15768389,1
2142156605,15768389,1
2142820649,2045140049,1
2142156605,2045140049,1
2142820649,2142156605,1
2464453095,2109658719,1
2109658719,2042056367,1
2464453095,2042056367,1
2204876285,2121948748,1
2307509459,2121948748,1
2121948748,1894548125,1
2307509459,2204876285,2
2204876285,1894548125,2
2307509459,1894548125,3
2924411547,1960402865,3
2045626284,1960402865,3
2788587576,1960402865,1
2790643837,1960402865,2
2924411547,2045626284,4
2924411547,2788587576,1
2924411547,2790643837,2
2924411547,2164082392,3
2788587576,2045626284,1
2790643837,2045626284,2
2164082392,2045626284,3
2790643837,2788587576,1
2788587576,2164082392,1
2790643837,2164082392,2
2464684916,2094809368,3
2464684916,2169771583,1
2464684916,2110005884,2
2464684916,2131741292,2
2607864844,2094809368,3
2169771583,2094809368,1
2131741292,2094809368,2
2607864844,2169771583,1
2607864844,2110005884,2
2607864844,2131741292,2
2169771583,2110005884,1
2169771583,2131741292,1
2131741292,2110005884,2
2241813811,2093551007,1
2147219746,1995688473,1
2491911855,1995688473,1
2514162795,1995688473,1
2491911855,2147219746,1
2514162795,2147219746,1
2514162795,2491911855,1
2576150079,2167261347,1
2576150079,2564920747,1
2576150079,2182454184,1
2576150079,2115018868,1
2564920747,2167261347,1
2182454184,2167261347,1
2167261347,2115018868,1
2564920747,2182454184,1
2564920747,2115018868,1
2182454184,2115018868,1
1997530172,2786619393,2
2505617124,2230537162,1
2230537162,2106407924,1
2505617124,2106407924,1
2463908280,1965303676,1
2288448231,1965303676,1
2761602274,1965303676,1
2463908280,2288448231,1
2761602274,2463908280,1
2928787088,2045626284,1
2093979806,2045626284,1
2045626284,1974614106,1
2928787088,1960402865,1
2093979806,1960402865,1
1974614106,1960402865,1
2928787088,2924411547,1
2924411547,2093979806,1
2924411547,1974614106,1
2928787088,2093979806,1
2928787088,1974614106,1
2928787088,2164082392,1
2093979806,1974614106,1
2164082392,2093979806,1
2164082392,1974614106,1
2462574169,356054634,1
2167400827,136844851,1
2636693497,136844851,1
2167400827,2123430384,1
2636693497,2123430384,1
2780136257,2167400827,1
2780136257,2636693497,1
2636693497,2167400827,1
2476358433,2142565223,1
2615814378,2476358433,1
2476358433,2149903474,1
2615814378,2142565223,1
2149903474,2142565223,1
2615814378,2149903474,1
2660395671,2267840867,1
2127543282,329919712,2
2127543282,1905018078,2
2762832138,2127543282,1
2523113396,2127543282,1
2715285978,2127543282,1
2738714332,2127543282,1
2127543282,1864845264,1
2661240494,2127543282,1
2176993228,2127543282,1
1905018078,329919712,2
2762832138,329919712,1
2523113396,329919712,1
2715285978,329919712,1
2738714332,329919712,1
1864845264,329919712,1
2661240494,329919712,1
2176993228,329919712,1
2762832138,1905018078,1
2523113396,1905018078,1
2715285978,1905018078,1
2738714332,1905018078,1
1905018078,1864845264,1
2661240494,1905018078,1
2176993228,1905018078,2
2762832138,2523113396,1
2762832138,2715285978,1
2762832138,2738714332,1
2762832138,1864845264,1
2762832138,2661240494,1
2762832138,2176993228,1
2715285978,2523113396,1
2738714332,2523113396,1
2523113396,1864845264,1
2661240494,2523113396,1
2523113396,2176993228,1
2738714332,2715285978,1
2715285978,1864845264,1
2715285978,2661240494,1
2715285978,2176993228,1
2738714332,1864845264,1
2738714332,2661240494,1
2738714332,2176993228,1
2661240494,1864845264,1
2176993228,1864845264,2
2661240494,2176993228,1
2551062337,2119883387,1
2551062337,2517582185,1
2551062337,1986785820,1
2551062337,2194694830,1
2517582185,2119883387,1
2119883387,1986785820,1
2194694830,2119883387,1
2517582185,1986785820,1
2517582185,2194694830,1
2194694830,1986785820,1
2909405432,2442507087,2
2909405432,2170231600,2
2687802496,2600727760,1
2600727760,2102405188,1
2697214336,2600727760,1
2687802496,2102405188,1
2697214336,2687802496,1
2697214336,2102405188,1
2309515763,1996671723,1
2309515763,2096310267,1
2309515763,2164415192,1
2309515763,2132465414,1
2096310267,1996671723,1
2164415192,1996671723,2
2132465414,1996671723,1
2164415192,2096310267,1
2132465414,2096310267,1
2164415192,2132465414,1
1394461259,2295153324,1
2610046822,2086480315,1
2902310471,2610046822,1
2610046822,2098800042,1
2902310471,2086480315,1
2098800042,2086480315,1
2902310471,2098800042,1
2314355026,2108356532,2
2314355026,2132619971,2
2314355026,2236735603,2
2314355026,2205268834,2
2132619971,2108356532,1
2236735603,2108356532,2
2205268834,2108356532,2
2236735603,2132619971,1
2205268834,2132619971,1
2236735603,2205268834,2
2255690270,2114353101,2
2581241461,1724899314,1
2581241461,2289090646,1
2581241461,1391231975,1
2581241461,2572203356,1
2289090646,1724899314,1
1724899314,1391231975,1
2572203356,1724899314,1
2289090646,1391231975,1
2572203356,2289090646,1
2572203356,1391231975,1
2305691008,2089561866,1
2089561866,1869014371,1
2089561866,193581012,1
2161618671,2089561866,1
2650507096,2089561866,1
2107088595,2089561866,1
2089561866,2071230401,1
2305691008,1869014371,1
2305691008,193581012,1
2305691008,2161618671,1
2650507096,2305691008,1
2305691008,2107088595,1
2305691008,2071230401,1
1869014371,193581012,1
2161618671,1869014371,1
2650507096,1869014371,1
2107088595,1869014371,1
2071230401,1869014371,1
2161618671,193581012,1
2650507096,193581012,1
2107088595,193581012,2
2071230401,193581012,1
2650507096,2161618671,1
2161618671,2107088595,1
2161618671,2071230401,1
2650507096,2107088595,1
2650507096,2071230401,1
2107088595,2071230401,1
2145688734,2534730043,1
2121552892,2534730043,1
2121552892,2145688734,1
2419947457,326379306,1
2099443970,326379306,1
2419947457,2099443970,1
2242627565,2141201392,1
2220999854,2141201392,1
2141201392,1830877387,1
2661938908,2141201392,1
2242627565,2220999854,1
2242627565,1830877387,1
2661938908,2242627565,1
2242627565,2004053281,1
2220999854,1830877387,1
2661938908,2220999854,1
2220999854,2004053281,1
2661938908,1830877387,1
2004053281,1830877387,1
2661938908,2004053281,1
2686284344,2621852396,1
2677471036,2621852396,1
2621852396,2073607721,1
2621852396,2140684319,1
2686284344,2677471036,1
2686284344,2073607721,1
2686284344,2140684319,1
2677471036,2073607721,1
2677471036,2140684319,1
2140684319,2073607721,1
2184899472,2121687169,1
2256076254,2642534963,1
2226721262,2642534963,1
2161551467,2916193835,1
2961512832,2043550855,2
2074091576,2043550855,1
2126067833,2043550855,2
3037354278,2043550855,2
2597464955,2043550855,2
2961512832,2074091576,1
2961512832,2126067833,2
3037354278,2961512832,2
2961512832,2597464955,2
2126067833,2074091576,1
3037354278,2074091576,1
2597464955,2074091576,1
3037354278,2126067833,2
3037354278,2597464955,2
2998169061,2085303641,1
2152778909,2776641282,1
2439978979,2160033495,1
2439978979,1873312112,1
2632843190,2439978979,1
2439978979,2167999815,1
2439978979,2344250034,1
2656271651,2439978979,1
2160033495,1873312112,1
2632843190,2160033495,1
2167999815,2160033495,1
2344250034,2160033495,1
2656271651,2160033495,1
2632843190,1873312112,1
2167999815,1873312112,1
2344250034,1873312112,1
2656271651,1873312112,1
2632843190,2167999815,1
2632843190,2344250034,1
2656271651,2632843190,1
2344250034,2167999815,1
2656271651,2167999815,1
2656271651,2344250034,1
2168761289,2112101976,1
2568014346,2112101976,1
2568014346,2168761289,1
2126947776,2057885976,3
2251850206,2057885976,1
2057885976,733212765,1
2460336308,2057885976,3
2251850206,2126947776,1
2126947776,733212765,1
2460336308,2126947776,3
2251850206,733212765,2
2460336308,2251850206,1
2460336308,733212765,1
2132775078,136844851,1
1967197618,136844851,1
2153888295,136844851,1
2132775078,581165881,1
2132775078,1967197618,1
2153888295,2132775078,1
1967197618,581165881,1
2153888295,581165881,1
2153888295,1967197618,1
2628777529,2151696411,2
2485524086,2134804567,2
2894278787,2485524086,1
2894278787,2134804567,1
2630926596,2797334668,1
2256076254,2797334668,1
2256076254,2630926596,1
2022769202,1978685351,1
1980433501,1978685351,1
2130459296,1978685351,1
2022769202,1980433501,1
2130459296,2022769202,1
2130459296,1980433501,1
2136611506,2070700760,1
2136611506,918128839,1
2136611506,2118878989,1
2168880967,2136611506,1
2136611506,2105639682,1
2136611506,2040531146,1
2778120138,2136611506,1
2141134711,2136611506,1
2136611506,688312309,1
2489469203,2136611506,1
2470275696,2136611506,1
2070700760,918128839,1
2118878989,2070700760,1
2168880967,2070700760,1
2105639682,2070700760,1
2921474519,2070700760,1
2070700760,2040531146,1
2778120138,2070700760,1
2141134711,2070700760,1
2070700760,688312309,2
2489469203,2070700760,1
2470275696,2070700760,1
2118878989,918128839,1
2168880967,918128839,1
2105639682,918128839,1
2921474519,918128839,1
2040531146,918128839,1
2778120138,918128839,1
2141134711,918128839,1
918128839,688312309,1
2489469203,918128839,1
2470275696,918128839,1
2168880967,2118878989,1
2118878989,2105639682,1
2921474519,2118878989,1
2118878989,2040531146,1
2778120138,2118878989,1
2141134711,2118878989,1
2118878989,688312309,1
2489469203,2118878989,1
2470275696,2118878989,1
2168880967,2105639682,1
2921474519,2168880967,1
2168880967,2040531146,2
2778120138,2168880967,1
2168880967,2141134711,1
2168880967,688312309,2
2489469203,2168880967,2
2470275696,2168880967,1
2921474519,2105639682,1
2105639682,2040531146,1
2778120138,2105639682,1
2141134711,2105639682,1
2105639682,688312309,1
2489469203,2105639682,1
2470275696,2105639682,1
2921474519,2040531146,1
2921474519,2778120138,1
2921474519,2141134711,1
2921474519,688312309,1
2921474519,2489469203,1
2921474519,2470275696,1
2778120138,2040531146,1
2141134711,2040531146,1
2040531146,688312309,2
2489469203,2040531146,2
2470275696,2040531146,1
2778120138,2141134711,1
2778120138,688312309,1
2778120138,2489469203,2
2778120138,2470275696,1
2141134711,688312309,1
2489469203,2141134711,1
2470275696,2141134711,1
2489469203,688312309,2
2470275696,688312309,1
2489469203,2470275696,1
2892687918,2550409789,1
2892687918,725070507,1
2923971449,2550409789,1
2550409789,725070507,1
2923971449,725070507,1
2788276791,2045779367,1
2622392976,2045779367,1
2788276791,2171304991,1
2788276791,2761472194,1
2788276791,2622392976,1
2788276791,1838406062,1
2788276791,2161686329,1
2788276791,2150916714,1
2788276791,1541995680,1
2622392976,2171304991,1
2761472194,2622392976,1
2622392976,1838406062,1
2622392976,2161686329,1
2622392976,2150916714,1
2622392976,1541995680,1
2582951807,2205369746,1
2205369746,1184649720,1
2205369746,2130496119,1
2582951807,1184649720,1
2582951807,2130496119,1
2130496119,1184649720,1
2127797239,167898947,1
2701184813,2127797239,1
2614674207,2127797239,1
2436919214,2127797239,1
2653082979,167898947,1
2701184813,2653082979,1
2653082979,2614674207,1
2653082979,2436919214,1
2701184813,167898947,1
2614674207,167898947,1
2436919214,167898947,1
2501486114,167898947,1
2701184813,2614674207,1
2701184813,2436919214,1
2701184813,2501486114,1
2614674207,2436919214,1
2614674207,2501486114,1
2501486114,2436919214,1
2085303641,48702349,1
2401367738,2001170273,1
2607968210,2124028870,1
2226652792,2124028870,1
2605555336,2124028870,1
2607968210,2226652792,1
2607968210,2605555336,1
2605555336,2226652792,1
2465576939,2221456739,2
2221456739,1981043050,2
2221456739,1905957941,2
2494895355,2012775402,1
2322194802,2012775402,1
2012775402,1968859902,1
2644518414,2494895355,1
2644518414,2322194802,1
2644518414,1968859902,1
2568663348,2494895355,1
2494895355,2322194802,1
2494895355,2154585466,1
2494895355,1968859902,1
2568663348,2322194802,1
2568663348,1968859902,1
2322194802,2154585466,1
2322194802,1968859902,1
2154585466,1968859902,1
2918820549,734355243,1
2918820549,2168265577,1
2918820549,2069935068,1
2918820549,2157118429,2
2918820549,2102163171,1
2918820549,2111402570,2
2168265577,734355243,1
2069935068,734355243,1
2157118429,734355243,1
2102163171,734355243,1
2168265577,2069935068,1
2168265577,2157118429,1
2168265577,2102163171,1
2168265577,2111402570,1
2157118429,2069935068,1
2102163171,2069935068,1
2111402570,2069935068,1
2157118429,2102163171,1
2157118429,2111402570,2
2111402570,2102163171,1
2168361852,126620269,2
2168361852,2061864693,1
2627879298,2168361852,1
2168361852,1969341974,1
2061864693,126620269,1
2627879298,126620269,1
1969341974,126620269,1
2627879298,2061864693,1
2061864693,1969341974,1
2627879298,1969341974,1
2241751670,2179933318,1
2502100975,2241751670,1
2811642160,2241751670,1
2765007004,2101213893,1
2765007004,2117093818,1
2117093818,2101213893,1
2811283914,2403733575,1
2403733575,2246878827,1
2761578285,2403733575,1
2811283914,2246878827,1
2811283914,2761578285,1
2761578285,2246878827,1
2637718332,3037343660,1
2116089398,3037343660,1
322663189,3037343660,1
2116089398,2637718332,1
322663189,2637718332,1
322663189,2116089398,1
2657662364,2115180308,1
2116089398,2115180308,1
2780636251,2115180308,1
2115180308,1998479146,1
2115180308,763937172,1
2657662364,2116089398,1
2780636251,2657662364,1
2657662364,1998479146,1
2657662364,763937172,1
2780636251,2116089398,1
2116089398,1998479146,1
2116089398,763937172,1
2780636251,1998479146,1
2780636251,763937172,1
1998479146,763937172,1
2605515410,2316904754,1
2605515410,2560446160,1
2676254615,2605515410,1
2605515410,2319975128,1
2605515410,2569881484,1
2605515410,2116489389,1
2560446160,2316904754,1
2676254615,2316904754,1
2319975128,2316904754,1
2569881484,2316904754,1
2316904754,2116489389,1
2676254615,2560446160,1
2560446160,2319975128,1
2569881484,2560446160,1
2560446160,2116489389,1
2676254615,2319975128,1
2676254615,2569881484,1
2676254615,2116489389,1
2569881484,2319975128,1
2319975128,2116489389,1
2569881484,2116489389,1
2163008522,2319600744,1
2641331143,2118598189,1
2641331143,2607451354,1
2641331143,1430702466,1
2607451354,2118598189,1
2607451354,1430702466,2
2920336623,1997750644,1
2920336623,2251739267,1
2920336623,2308880118,1
2920336623,1995299635,1
2251739267,1997750644,1
2308880118,1997750644,1
1997750644,1995299635,1
2308880118,2251739267,1
2251739267,1995299635,1
2308880118,1995299635,1
2114353101,2466515317,1
2316413175,2152322787,1
2916193835,2152322787,1
2316413175,19799136,2
2916193835,2316413175,1
2316413175,2161551467,1
2916193835,19799136,2
2916193835,2161551467,3
2160497967,2491811311,1
1164746986,2103125491,1
2189457619,738372743,1
2761913775,738372743,1
738372743,323329593,1
738372743,339621869,1
2761913775,2189457619,1
2189457619,323329593,1
2189457619,339621869,1
2761913775,323329593,1
2761913775,339621869,1
339621869,323329593,1
2974662478,2475201432,1
2974662478,1429758917,1
2658604892,1978923806,1
2631038722,2470095006,1
2631038722,2131207479,1
2631038722,2163516652,1
2631038722,1898861175,1
2631038722,1796181411,1
2631038722,2171129370,1
2470095006,2131207479,1
2470095006,2163516652,1
2470095006,1898861175,1
2470095006,1796181411,1
2470095006,2171129370,1
2163516652,2131207479,1
2131207479,1898861175,1
2131207479,1796181411,1
2171129370,2131207479,1
2163516652,1898861175,1
2163516652,1796181411,1
2171129370,2163516652,1
1898861175,1796181411,1
2171129370,1898861175,1
2649314704,2149689022,1
2425207129,1947118629,2
2951312908,2425207129,1
2951312908,1947118629,1
2607832036,2117069845,1
2640051140,2607832036,1
2640098235,2607832036,1
2607832036,2041284275,1
2607832036,2000571110,1
2117069845,2041284275,1
2640051140,2041284275,1
2640098235,2041284275,1
2041284275,2000571110,1
2345284712,2111635597,1
2111635597,1635878195,1
2115782564,2111635597,1
2111635597,303541984,1
2345284712,669266039,1
1635878195,669266039,1
2115782564,669266039,1
669266039,213008084,1
669266039,303541984,1
2345284712,2015848640,1
2345284712,1635878195,1
2345284712,2115782564,1
2345284712,213008084,1
2015848640,1635878195,1
2115782564,2015848640,1
2015848640,213008084,1
2015848640,303541984,1
2115782564,1635878195,1
1635878195,213008084,1
1635878195,303541984,1
2115782564,213008084,1
2115782564,303541984,1
303541984,213008084,1
2916193835,2041162074,1
2916193835,2306837503,1
2161551467,2041162074,1
2306837503,2041162074,1
2306837503,2161551467,1
2327026060,2143337571,1
2327026060,1845357789,1
2327026060,1978013256,1
2143337571,1845357789,1
2143337571,1978013256,1
2296951458,2106619095,1
2296951458,1993433741,1
2580445955,2106619095,1
2106619095,1993433741,1
2580445955,1993433741,1
2442507087,2788453704,1
2170231600,2788453704,1
2147111380,2788453704,1
2170231600,2442507087,1
2147111380,2442507087,1
2147111380,2170231600,1
2755858528,2338359009,1
2809786316,2338359009,1
2793589152,2338359009,1
2338359009,2108743657,2
2809786316,2755858528,1
2793589152,2755858528,1
2755858528,2108743657,1
2809786316,2793589152,1
2809786316,2108743657,1
2793589152,2108743657,1
2892950373,2168225303,1
2950081339,2168225303,1
2168225303,2103714302,1
2762881186,2168225303,1
2168225303,1308142464,1
2168225303,1956394727,1
2950081339,2892950373,1
2892950373,2103714302,1
2892950373,2762881186,1
2892950373,1308142464,1
2892950373,1956394727,1
2950081339,2103714302,1
2950081339,2762881186,1
2950081339,1308142464,1
2950081339,1956394727,1
2762881186,2103714302,1
2103714302,1308142464,1
2103714302,1956394727,1
2762881186,1308142464,1
2762881186,1956394727,1
1956394727,1308142464,1
733141520,1830892513,1
2611124690,1694968638,1
2164806818,1694968638,1
2611124690,2164806818,3
2463870236,2574967316,1
2433633167,2574967316,1
2433633167,2463870236,1
2607813258,2574232884,1
2617095020,2574232884,1
2607813258,2302686268,1
2617095020,2302686268,1
2607813258,2103125491,1
2617095020,2103125491,1
2607813258,698510404,1
2894018473,2607813258,1
2607813258,2128401943,1
2617095020,2607813258,1
2617095020,698510404,1
2894018473,2617095020,1
2617095020,2128401943,1
314401047,2514108608,1
2639241184,2237973681,1
2237973681,2135058953,1
2951535914,2639241184,1
2639241184,2135058953,1
2639241184,1905444237,1
2951535914,2135058953,1
2135058953,1905444237,1
2164871559,3014830413,1
2132015257,2045325700,1
2132015257,2111451798,1
2247898659,2132015257,1
2111451798,2045325700,1
2247898659,2045325700,1
2247898659,2111451798,2
2620712986,350378988,1
2620712986,276983506,1
2620712986,242696622,1
2781043954,2620712986,1
2620712986,2103714302,1
2620712986,1571355656,1
350378988,276983506,1
350378988,242696622,1
2781043954,350378988,1
2103714302,350378988,1
1571355656,350378988,1
276983506,242696622,1
2781043954,276983506,1
2103714302,276983506,1
1571355656,276983506,1
2781043954,242696622,1
2103714302,242696622,1
1571355656,242696622,1
2781043954,2103714302,1
2781043954,1571355656,1
2103714302,1571355656,1
2106442773,950844642,1
2119895472,2106442773,1
2119895472,950844642,1
2151371322,1838399359,1
