From,To,Weight
2949580622,2892387634,2
2949580622,2903162959,2
2903162959,2892387634,2
2111085896,2168383895,2
2011589284,2168383895,1
2011589284,2111085896,1
2426900781,2085303641,1
2426900781,2422489848,1
2422489848,2085303641,1
2672465906,1728049679,1
2187210903,1728049679,1
1728049679,1301931943,1
2672465906,2187210903,1
2672465906,1301931943,1
2187210903,1301931943,1
2112196364,2285887256,2
2095468449,2285887256,1
2095468449,2112196364,1
2575160101,1260149402,1
2575160101,2003274358,1
2575160101,2144091328,1
2003274358,1260149402,2
2144091328,1260149402,1
2144091328,2003274358,1
2054199360,2110053771,1
2483763722,2090325303,1
2090325303,2011589284,2
2483763722,2011589284,1
2786009325,2099598958,1
2786009325,2160220890,1
2786009325,2092794042,1
2786009325,2434271505,1
2160220890,2099598958,1
2099598958,2092794042,1
2434271505,2099598958,1
2160220890,2092794042,2
2434271505,2160220890,1
2434271505,2092794042,1
2567935602,2099137556,1
2329253597,2099137556,1
2567935602,2329253597,1
2329958101,2166416512,1
2329958101,715216473,1
2677068272,2329958101,1
2552891170,2329958101,1
2329958101,2230072209,1
2329958101,2125008469,1
2472484472,2329958101,1
2329958101,2288448231,1
2166416512,715216473,1
2677068272,2166416512,1
2552891170,2166416512,1
2230072209,2166416512,1
2166416512,2125008469,1
2472484472,2166416512,1
2288448231,2166416512,1
2677068272,715216473,1
2552891170,715216473,1
2230072209,715216473,1
2125008469,715216473,1
2472484472,715216473,1
2288448231,715216473,1
2677068272,2552891170,1
2677068272,2230072209,1
2677068272,2125008469,1
2677068272,2472484472,1
2677068272,2288448231,1
2552891170,2230072209,1
2552891170,2125008469,1
2552891170,2472484472,1
2552891170,2288448231,1
2230072209,2125008469,1
2472484472,2230072209,1
2288448231,2230072209,1
2472484472,2125008469,1
2288448231,2125008469,1
2472484472,2288448231,1
2743829210,1903705225,1
2761302803,1903705225,2
2761302803,2743829210,1
2314340484,2152389809,1
2663005639,2152389809,1
2627818299,2152389809,1
2152389809,1933414693,1
2663005639,2314340484,1
2627818299,2314340484,1
2314340484,1933414693,1
2663005639,2627818299,1
2663005639,1933414693,1
2627818299,1933414693,1
2273938869,2148733342,1
2148733342,1773401418,1
2273938869,1773401418,1
2087450536,1938106638,1
2036429570,1938106638,1
1969485471,1938106638,1
1938106638,141754911,1
2087450536,2036429570,1
2087450536,1969485471,1
2087450536,141754911,1
2036429570,1969485471,1
2036429570,141754911,2
1969485471,141754911,1
2251850206,2234601687,1
2305352395,2251850206,1
2440735343,2251850206,1
2440563668,2251850206,1
2251850206,1738894251,1
2715239907,2251850206,1
2251850206,2132611129,1
2305352395,2234601687,1
2440735343,2234601687,1
2440563668,2234601687,1
2234601687,1738894251,1
2715239907,2234601687,1
2234601687,2132611129,1
2440735343,2305352395,1
2440563668,2305352395,1
2305352395,1738894251,1
2715239907,2305352395,1
2305352395,2132611129,1
2440735343,2440563668,1
2440735343,1738894251,1
2715239907,2440735343,1
2440735343,2132611129,1
2440563668,1738894251,1
2715239907,2440563668,1
2440563668,2132611129,1
2715239907,1738894251,1
2132611129,1738894251,1
2715239907,2132611129,1
2529957507,2230537919,1
2529957507,2406453512,1
2406453512,2230537919,1
1995055222,2501736543,1
2642884190,2147380744,1
2802160470,2147380744,1
2147380744,1744155235,1
2802160470,2642884190,1
2642884190,1744155235,1
2802160470,1744155235,1
2029206019,2036816918,1
1981219137,2217593232,1
2691378543,2214160542,1
2691378543,2569971984,1
2569971984,2214160542,1
2112196364,1306787753,1
2306277601,1306787753,1
2396411870,1306787753,1
1306787753,743901016,1
2306277601,2112196364,1
2396411870,2112196364,1
2112196364,743901016,1
2396411870,2306277601,1
2306277601,743901016,1
2396411870,743901016,1
2299311241,2113292466,1
2299311241,2223480070,1
2604538281,2299311241,2
2223480070,2113292466,1
2604538281,2113292466,1
2604538281,2223480070,1
2785615894,2663732624,1
2785615894,2778626534,1
2785615894,2460475053,1
2785615894,2179214099,1
2778626534,2663732624,1
2663732624,2460475053,1
2663732624,2179214099,1
2778626534,2460475053,1
2778626534,2179214099,1
2460475053,2179214099,1
2611984349,28707131,1
2117837511,28707131,1
2611984349,2117837511,1
2611984349,2012775402,2
2117837511,2012775402,1
356054634,2562971042,1
2894011989,1546965912,1
1749094758,1546965912,1
2618685361,1546965912,1
2161551467,1546965912,1
2921303079,1546965912,1
2894011989,1749094758,1
2894011989,2618685361,1
2894011989,2161551467,1
2921303079,2894011989,1
2618685361,1749094758,1
2161551467,1749094758,1
2921303079,1749094758,1
2618685361,2161551467,1
2921303079,2618685361,1
2921303079,2161551467,1
2637002393,2106884850,1
2149558145,2106884850,1
2106884850,1831420002,1
2143533286,2106884850,1
2637002393,2149558145,1
2637002393,1831420002,1
2637002393,2143533286,1
2149558145,1831420002,1
2149558145,2143533286,1
2143533286,1831420002,1
2146013689,2124917950,2
2517582185,2124917950,2
2517582185,2146013689,2
2961255767,2107029137,1
2961255767,2546017795,1
2961255767,2073396815,1
2546017795,2107029137,3
2107029137,2073396815,1
2546017795,2073396815,1
2678186940,2421977467,1
2421977467,1975102775,1
2421977467,2143499369,1
2792551744,2678186940,1
2792551744,1975102775,1
2792551744,2143499369,1
2678186940,2086629893,1
2678186940,1975102775,1
2678186940,2143499369,1
2678186940,2170997046,1
2086629893,1975102775,1
2143499369,2086629893,1
2143499369,1975102775,1
2170997046,1975102775,1
2170997046,2143499369,1
567167614,267160208,1
677111480,267160208,1
2660290447,2058783546,1
2624323828,2124259085,1
2329820609,2124259085,1
2124259085,1571355656,1
2624323828,2329820609,1
2624323828,1571355656,1
2329820609,1571355656,2
1887933400,1957112726,1
2121758520,24731076,7
2101854996,24731076,6
2031725975,24731076,5
2036880335,24731076,3
2099797159,24731076,1
2128512927,24731076,1
2121758520,2101854996,6
2121758520,2031725975,5
2121758520,2036880335,3
2121758520,2099797159,1
2128512927,2121758520,1
2101854996,2031725975,5
2101854996,2036880335,3
2101854996,2099797159,1
2128512927,2101854996,1
2036880335,2031725975,2
2099797159,2031725975,1
2128512927,2031725975,1
2099797159,2036880335,1
2128512927,2036880335,1
2128512927,2099797159,1
2469089105,2015507307,1
2469089105,1900152892,1
2469089105,2302191502,1
2469089105,2022088159,1
2015507307,1900152892,2
2302191502,2015507307,1
2022088159,2015507307,1
2302191502,1900152892,1
2022088159,1900152892,2
2302191502,2022088159,1
2484759767,2478515875,1
2722124448,2484759767,1
2478515875,2171567633,1
2722124448,2478515875,1
2722124448,2171567633,3
2326520784,2035597422,1
2326520784,238972273,1
2326520784,2108339900,1
2326520784,2127813949,1
2326520784,2011143532,1
2035597422,238972273,1
2127813949,2035597422,1
2035597422,2011143532,1
2108339900,238972273,1
2127813949,238972273,1
2011143532,238972273,1
2127813949,2108339900,1
2108339900,2011143532,1
2127813949,2011143532,1
2128386298,311502162,1
2169771583,311502162,1
1119604993,311502162,1
402651222,311502162,1
2128386298,1119604993,1
2169771583,1119604993,1
1119604993,402651222,1
2135020593,1687363108,1
2636918598,1687363108,1
2636918598,2135020593,1
2321316684,2223986376,1
2822520993,2321316684,1
2321316684,2103125491,1
2321316684,1816766199,2
2822520993,2223986376,1
2223986376,2103125491,1
2223986376,1816766199,1
2822520993,2103125491,2
2822520993,1816766199,1
2103125491,1816766199,1
2412682292,1991698221,1
1991698221,1935818202,1
2102413117,1991698221,1
2573627922,1991698221,1
2576024278,1991698221,1
2318567660,1991698221,1
2412682292,1935818202,1
2412682292,2102413117,1
2573627922,2412682292,1
2576024278,2412682292,1
2412682292,2318567660,1
2102413117,1935818202,1
2573627922,1935818202,1
2576024278,1935818202,1
2318567660,1935818202,1
2573627922,2102413117,1
2576024278,2102413117,1
2318567660,2102413117,1
2576024278,2573627922,1
2573627922,2318567660,1
2576024278,2318567660,1
2810476638,2112858533,1
2117893446,2112858533,1
2487788088,2112858533,1
2810476638,2117893446,1
2810476638,2487788088,1
2487788088,2117893446,1
2713448833,2212324914,1
2713448833,1880830415,1
2212324914,1643526299,1
1880830415,1643526299,1
2212324914,2150531691,1
2150531691,1880830415,1
2212324914,2119123250,1
2119123250,1880830415,1
2212324914,1880830415,1
2051330406,1378122355,1
2299558161,2051330406,1
2065235604,2051330406,1
2113312566,2051330406,1
2765059440,2051330406,1
2299558161,1378122355,1
2065235604,1378122355,1
2113312566,1378122355,1
2765059440,1378122355,1
2299558161,2065235604,1
2299558161,2113312566,1
2765059440,2299558161,1
2113312566,2065235604,1
2765059440,2065235604,1
2765059440,2113312566,3
2237684873,2103620915,2
2716011318,2237684873,1
2716011318,2103620915,1
2601885535,2103620915,1
2716011318,2601885535,1
2307506004,2147579721,7
2571901476,2307506004,4
2546017795,2307506004,2
2307506004,2059325871,2
2307506004,2107029137,2
2571901476,2147579721,4
2546017795,2147579721,1
2147579721,2059325871,1
2147579721,2107029137,1
2571901476,2546017795,1
2571901476,2059325871,1
2571901476,2107029137,1
2546017795,2059325871,2
2107029137,2059325871,2
2239437584,1997435839,1
2432359122,2239437584,1
2239437584,2038567868,1
2239437584,950844642,1
2239437584,2204061600,1
2432359122,1997435839,1
2038567868,1997435839,1
1997435839,950844642,1
2204061600,1997435839,1
2432359122,2038567868,1
2432359122,950844642,1
2432359122,2204061600,1
2038567868,950844642,1
2204061600,2038567868,1
2204061600,950844642,1
2718880164,2119761511,1
2119761511,2108600586,1
2119761511,1895840757,1
2142296344,2119761511,1
2119761511,1974066543,1
2119761511,694370050,1
2718880164,2108600586,1
2718880164,1895840757,1
2718880164,2142296344,1
2718880164,1974066543,1
2718880164,694370050,1
2108600586,1895840757,1
2142296344,2108600586,1
2108600586,1974066543,1
2108600586,694370050,1
2142296344,1895840757,1
1974066543,1895840757,1
1895840757,694370050,2
2142296344,1974066543,1
2142296344,694370050,1
1974066543,694370050,1
3012241600,2110053771,1
2809786316,2110053771,1
2506697723,2110053771,1
2796887735,2110053771,1
3012241600,2506697723,1
3012241600,2796887735,1
2809786316,2506697723,2
2809786316,2796887735,4
2796887735,2506697723,2
1993288307,623513400,1
2765059440,2186289475,3
2764460116,2186289475,1
2463180381,2186289475,1
2760949903,2217593232,1
2760949903,2130108507,1
2760949903,2010139653,1
2760949903,2551911604,1
2760949903,2565428833,1
2217593232,2130108507,1
2217593232,2010139653,1
2551911604,2217593232,1
2565428833,2217593232,1
2130108507,2010139653,1
2551911604,2130108507,1
2565428833,2130108507,1
2551911604,2010139653,1
2565428833,2010139653,1
2565428833,2551911604,1
2128649795,2953299074,1
1765330484,2953299074,1
1765330484,2128649795,1
2556225032,1996381945,1
2616501838,2419947457,1
2616501838,2001723361,1
2691834347,2616501838,1
2616501838,2049984959,1
2419947457,2001723361,1
2691834347,2419947457,1
2419947457,2049984959,1
2691834347,2001723361,1
2049984959,2001723361,1
2691834347,2049984959,1
2942362053,2576261738,1
2576261738,2090092675,1
3019243436,2576261738,1
2942362053,2090092675,1
3019243436,2942362053,1
3019243436,2090092675,1
2633425485,2467408808,1
2671240841,2467408808,1
2799327928,2467408808,1
2671240841,2633425485,1
2799327928,2633425485,1
2799327928,2671240841,1
2431841966,2802270501,1
600532925,2802270501,1
600532925,2431841966,1
2893205965,2074039765,1
2152452213,2074039765,1
2893205965,2152452213,1
2788552195,2224413302,1
2788552195,2000571110,1
2788552195,2167820482,1
2788552195,2640051140,1
2224413302,2000571110,1
2224413302,2167820482,1
2640051140,2224413302,1
2167820482,2000571110,1
2640051140,2167820482,1
2697899324,2594404787,1
2421628746,733363577,3
2421628746,2224351656,1
2460839171,2421628746,1
2421628746,2131977569,1
2809912937,2421628746,1
2421628746,338319233,1
2421628746,2111220878,3
2421628746,2145440506,1
2421628746,2128228088,3
2224351656,733363577,1
2460839171,733363577,1
2131977569,733363577,1
2809912937,733363577,1
733363577,338319233,1
2111220878,733363577,2
2145440506,733363577,2
2128228088,733363577,4
2460839171,2224351656,1
2224351656,2131977569,1
2809912937,2224351656,1
2224351656,338319233,1
2224351656,2111220878,1
2224351656,2145440506,1
2224351656,2128228088,1
2460839171,2131977569,1
2809912937,2460839171,1
2460839171,338319233,1
2460839171,2111220878,1
2460839171,2145440506,1
2460839171,2128228088,1
2809912937,2131977569,1
2131977569,338319233,2
2131977569,2111220878,1
2145440506,2131977569,1
2131977569,2128228088,1
2809912937,338319233,1
2809912937,2111220878,1
2809912937,2145440506,1
2809912937,2128228088,1
2111220878,338319233,1
2145440506,338319233,1
2128228088,338319233,1
2145440506,2111220878,1
2128228088,2111220878,3
2583129933,2903130598,1
2611124690,2651296406,1
2765572090,2150284621,1
2150284621,1986802234,1
2504035986,2150284621,1
2765572090,1986802234,1
2765572090,2504035986,1
2504035986,1986802234,1
2682961081,2546600180,1
2546600180,2235419745,1
2645965193,2546600180,1
2546600180,2112195844,1
2651719945,2546600180,1
2546600180,2488471857,1
2546600180,2465991785,1
2809844846,2546600180,1
2682961081,2235419745,1
2682961081,2645965193,1
2682961081,2112195844,1
2682961081,2651719945,1
2682961081,2488471857,1
2682961081,2465991785,1
2809844846,2682961081,1
2645965193,2235419745,1
2235419745,2112195844,1
2651719945,2235419745,1
2488471857,2235419745,1
2465991785,2235419745,1
2809844846,2235419745,1
2645965193,2112195844,1
2651719945,2645965193,1
2645965193,2488471857,1
2645965193,2465991785,1
2809844846,2645965193,1
2651719945,2112195844,1
2488471857,2112195844,1
2465991785,2112195844,1
2809844846,2112195844,1
2651719945,2488471857,1
2651719945,2465991785,1
2809844846,2651719945,1
2488471857,2465991785,1
2809844846,2488471857,1
2809844846,2465991785,1
2248572739,1902992007,3
2466554067,2248572739,2
2248572739,1990405909,2
2248572739,2149807258,2
2466554067,1902992007,2
1990405909,1902992007,2
2149807258,1902992007,2
2466554067,1990405909,2
2466554067,2149807258,2
2149807258,1990405909,2
2036880335,1969824208,1
1969824208,24731076,1
2031725975,1969824208,1
2101854996,1969824208,1
2121758520,1969824208,1
2609482434,1819422791,2
2894065606,2609482434,2
2894065606,1819422791,5
3008571493,2037806007,1
3008571493,2166470817,1
3008571493,678409084,1
3008571493,1217319893,1
2141654425,2424620627,1
2952831337,2909666946,1
2909666946,2810711417,1
2909666946,2807823851,1
2909666946,1973037984,1
2909666946,2809786316,1
2952831337,2810711417,1
2952831337,2807823851,1
2952831337,1973037984,1
2810711417,2807823851,1
2810711417,1973037984,1
2807823851,1973037984,1
2809786316,2807823851,1
2809786316,1973037984,1
2562032099,2313009638,1
2422764081,2313009638,1
2313009638,2293182083,1
2562032099,2422764081,1
2562032099,2293182083,1
2422764081,2293182083,2
2114870887,1479637354,1
2115111550,2114870887,1
2115111550,1479637354,1
2160220890,2169400815,2
2092794042,2169400815,2
2092794042,2160220890,2
2502296481,1996669638,1
1996669638,353803294,1
2502296481,353803294,1
2333183947,2308349282,1
2333183947,353803550,1
2711846567,2333183947,1
2333183947,2069664504,1
2308349282,353803550,1
2711846567,2308349282,1
2308349282,2069664504,1
2711846567,353803550,1
2069664504,353803550,1
2711846567,2069664504,1
2197177913,2015848640,1
2140912716,2015848640,1
2015848640,1519084124,1
2420897586,2015848640,1
2739640263,2015848640,1
2197177913,2140912716,2
2197177913,1519084124,1
2420897586,2197177913,1
2739640263,2197177913,2
2140912716,1519084124,1
2420897586,2140912716,1
2739640263,2140912716,2
2420897586,1519084124,1
2739640263,1519084124,1
2739640263,2420897586,1
2686264689,2083588093,2
2720332540,2686264689,1
2720332540,2083588093,1
2681099966,2580954109,1
2580954109,2146260106,1
2580954109,2164082392,1
2681099966,2146260106,1
2681099966,2164082392,1
2164082392,2146260106,2
2712370233,2479318007,1
2479318007,2420197464,1
2712370233,2420197464,1
2801253535,2580125696,1
2801253535,2574462432,1
2801253535,2136832986,1
2952831337,2801253535,1
2580125696,2574462432,1
2580125696,2136832986,1
2952831337,2580125696,1
2574462432,2136832986,1
2952831337,2574462432,1
2952831337,2136832986,1
2705270692,2157737548,1
2705270692,2290239983,1
2290239983,2157737548,1
2919520237,2946593496,1
2574080142,2946593496,1
2114095759,2946593496,1
2574080142,2919520237,1
2114095759,2919520237,1
2114095759,2574080142,1
2342935553,2107528625,1
2796882861,2107528625,1
2844483699,2664493819,1
2844483699,742016208,1
2844483699,2086154501,1
2664493819,742016208,1
2664493819,2086154501,1
2086154501,742016208,1
2573600625,2262299748,1
2649816737,2262299748,1
2546560732,2262299748,1
2649816737,2573600625,1
2573600625,2546560732,1
2649816737,2546560732,1
2973481079,2105240175,1
2973481079,2108883516,1
2108883516,2105240175,1
2059746516,2585409193,1
108188747,2585409193,1
108188747,2059746516,1
2802753114,2071272116,1
2799681311,2071272116,1
2298294792,2159492149,1
2494054766,2159492149,1
3019236158,2159492149,1
2431271152,2159492149,1
2494054766,2298294792,1
3019236158,2298294792,1
2431271152,2298294792,1
3019236158,2494054766,1
2494054766,2431271152,1
3019236158,2431271152,1
2096785470,2569373589,2
1687740347,2569373589,2
1687740347,2096785470,2
2669583470,365937579,1
1869835571,365937579,1
2669583470,1869835571,1
2091283869,265880966,2
2048929805,265880966,2
292852750,265880966,1
2091283869,2048929805,2
2091283869,292852750,1
2048929805,292852750,1
2431980752,1999390197,1
1999390197,228914278,2
2431980752,228914278,1
2568449457,2175827078,1
3015819193,2568449457,1
2568449457,1893010835,1
2568449457,2254075905,1
3015819193,2175827078,1
2175827078,1893010835,1
2254075905,2175827078,1
3015819193,1893010835,1
3015819193,2254075905,1
2254075905,1893010835,1
2472146858,2291695643,1
2404513548,2163008522,1
2404513548,2310460956,2
2811370783,2404513548,1
2310460956,2163008522,1
2811370783,2163008522,1
2811370783,2310460956,1
2344044854,1420562326,1
2440772435,1420562326,1
1420562326,545563,2
2053635341,1420562326,1
1998489439,1420562326,1
2440772435,2344044854,1
2344044854,545563,1
2344044854,2053635341,1
2344044854,1998489439,1
2440772435,545563,1
2440772435,2053635341,1
2440772435,1998489439,1
2053635341,545563,1
1998489439,545563,1
2053635341,1998489439,1
2195237639,2126770477,1
2126770477,1996797369,1
2126770477,613547560,1
2195237639,1996797369,1
2195237639,613547560,1
1996797369,613547560,1
2152322787,19799136,2
2161551467,2152322787,2
2134712155,2020362568,1
2020362568,1884321241,1
2134712155,1884321241,1
2655950047,2120377782,1
3040074543,2120377782,1
3040074543,2655950047,1
2918752812,2655950047,1
2655950047,2121414946,1
3040074543,2918752812,1
3040074543,2121414946,1
2112003374,2649657308,1
2554409619,2021971466,1
2770599568,2554409619,1
2787897796,2554409619,1
2770599568,2021971466,1
2787897796,2021971466,1
2787897796,2770599568,1
2322956769,1983202522,1
2636663953,1983202522,1
2125584385,1983202522,3
1983202522,972603304,2
3037085006,1983202522,3
2636663953,2322956769,1
2322956769,2125584385,1
2322956769,972603304,1
3037085006,2322956769,1
2636663953,2125584385,1
2636663953,972603304,1
3037085006,2636663953,1
2125584385,972603304,1
3037085006,2125584385,3
3037085006,972603304,1
2563803762,2121214027,1
2788444815,2121214027,2
2121214027,1613438070,1
2788444815,2563803762,1
2563803762,1613438070,1
2788444815,1613438070,1
1995055222,2514108608,1
2664888653,2669235665,1
2256076254,2669235665,1
2226721262,2669235665,1
2256076254,2664888653,1
2226721262,2664888653,1
2226721262,2256076254,2
2156955213,2101213893,1
2619180476,2101213893,1
2562452493,2101213893,1
2116108075,2101213893,1
2101213893,1824367193,1
2619180476,2156955213,1
2562452493,2156955213,1
2156955213,2116108075,1
2156955213,1824367193,1
2619180476,2562452493,1
2619180476,2116108075,1
2619180476,1824367193,1
2562452493,2116108075,1
2562452493,1824367193,1
2116108075,1824367193,1
2936391355,2117006983,1
2117006983,1862346703,1
2117006983,2113047998,1
2936391355,1862346703,1
2936391355,2113047998,1
2113047998,1862346703,1
2424522859,2032740167,1
2424522859,2123845414,1
2424522859,1905444237,2
2123845414,2032740167,1
2032740167,1905444237,1
2123845414,1905444237,1
2473861362,1296644024,3
2473861362,2097575052,3
2473861362,1968731091,4
2473861362,2156220775,4
2618415688,2473861362,4
2615467934,2473861362,1
2560214036,2473861362,1
2473861362,2169984425,1
2473861362,2011716222,3
2097575052,1296644024,4
1968731091,1296644024,3
2156220775,1296644024,3
2618415688,1296644024,3
2615467934,1296644024,1
2560214036,1296644024,1
2169984425,1296644024,1
2011716222,1296644024,4
2097575052,1968731091,5
2156220775,2097575052,4
2618415688,2097575052,4
2615467934,2097575052,2
2560214036,2097575052,1
2169984425,2097575052,2
2097575052,2011716222,5
2156220775,1968731091,5
2618415688,1968731091,5
2615467934,1968731091,1
2560214036,1968731091,1
2169984425,1968731091,2
2011716222,1968731091,4
2618415688,2156220775,5
2615467934,2156220775,1
2560214036,2156220775,1
2169984425,2156220775,1
2156220775,2011716222,4
2618415688,2615467934,1
2618415688,2560214036,1
2618415688,2169984425,1
2618415688,2011716222,4
2615467934,2560214036,1
2615467934,2169984425,1
2615467934,2011716222,1
2560214036,2169984425,1
2560214036,2011716222,1
2169984425,2011716222,1
1945316793,2634635841,1
2761813953,2460746250,1
2460746250,2313235026,1
2460746250,2135004459,1
2761813953,2313235026,1
2761813953,2135004459,1
2313235026,2135004459,1
2192679898,1942583036,1
2314175035,1942583036,1
2314175035,2192679898,1
3000027422,2082728927,2
3000027422,2894453314,1
3000027422,2892417451,1
2894453314,2082728927,1
2892417451,2082728927,1
2894453314,2892417451,1
2169474781,316107468,1
2653848650,2169474781,3
2262483054,2169474781,4
2169474781,1593295312,2
2169474781,2054198376,5
2653848650,316107468,1
2262483054,316107468,1
1593295312,316107468,1
2054198376,316107468,1
2653848650,2262483054,3
2653848650,1593295312,1
2653848650,2054198376,3
2262483054,1593295312,2
2262483054,2054198376,4
2054198376,1593295312,2
2023526179,314401047,1
2112047379,314401047,1
2112047379,2023526179,3
2460848081,2630839666,1
1963591346,2630839666,1
1184551702,2630839666,1
1963591346,2460848081,1
1184551702,2460848081,2
1184551702,1963591346,1
2464311209,2396411870,1
2396411870,2042561509,1
2396411870,2152783336,1
2464311209,2042561509,1
2464311209,2152783336,1
2152783336,2042561509,1
2093551007,733141520,1
2012715256,733141520,1
2093551007,2012715256,1
2149689022,2584289413,1
2250262743,738372743,1
2471071191,738372743,1
2118907112,738372743,1
2110322944,738372743,1
2471071191,2250262743,1
2250262743,2118907112,1
2250262743,2110322944,1
2471071191,2118907112,1
2471071191,2110322944,1
2118907112,2110322944,1
2344250034,1268369870,1
2672603182,2778017297,1
2630494488,2778017297,1
2630494488,2672603182,1
2963069389,2763696055,1
2963069389,1898196471,2
2963069389,96692849,1
2963069389,2277276252,2
2963069389,2111402570,3
2763696055,1898196471,1
2763696055,96692849,1
2763696055,2277276252,1
2763696055,2111402570,1
1898196471,96692849,1
2277276252,1898196471,2
2111402570,1898196471,2
2277276252,96692849,1
2111402570,96692849,1
2277276252,2111402570,2
2761472194,2171304991,2
2761472194,2045779367,2
2761472194,2746279142,1
2761472194,1838406062,2
2761472194,2146198674,1
2761472194,2161686329,2
2761472194,2150916714,2
2761472194,1541995680,2
2171304991,2045779367,2
2746279142,2171304991,1
2171304991,1838406062,2
2171304991,2146198674,1
2171304991,2161686329,2
2171304991,2150916714,2
2171304991,1541995680,2
2746279142,2045779367,1
2045779367,1838406062,2
2146198674,2045779367,1
2161686329,2045779367,2
2150916714,2045779367,2
2045779367,1541995680,2
2746279142,1838406062,1
2746279142,2146198674,1
2746279142,2161686329,1
2746279142,2150916714,1
2746279142,1541995680,1
2146198674,1838406062,1
2161686329,1838406062,2
2150916714,1838406062,2
1838406062,1541995680,2
2161686329,2146198674,1
2150916714,2146198674,1
2146198674,1541995680,1
2161686329,2150916714,2
2161686329,1541995680,2
2150916714,1541995680,2
2583225673,2143835180,1
2785845511,2143835180,1
2143835180,2012551037,1
2785845511,2583225673,1
2583225673,2012551037,1
2785845511,2012551037,1
2317797696,2116856495,1
2317797696,2155025478,1
2317797696,2075050268,1
2594246888,2317797696,1
2155025478,2116856495,1
2116856495,2075050268,1
2594246888,2116856495,1
2155025478,2075050268,1
2594246888,2155025478,1
2594246888,2075050268,1
2765059440,2557838634,3
2765059440,2023563174,2
2765059440,2640051140,1
2765059440,2133360342,1
2557838634,2023563174,2
2557838634,2113312566,2
2640051140,2557838634,1
2557838634,2133360342,1
2113312566,2023563174,2
2640051140,2023563174,1
2133360342,2023563174,1
2640051140,2113312566,1
2133360342,2113312566,1
2640051140,2133360342,1
2806661975,1629618223,1
2105813787,1629618223,1
2806661975,2105813787,1
2788801512,2159456496,1
2788801512,2314581219,1
2314581219,2159456496,1
2481500585,2748470612,1
2126683005,2748470612,1
2126683005,2481500585,1
2569373589,2583943487,1
2920579012,2164051020,1
2129420337,2785695559,1
2100376977,2785695559,1
2100376977,2129420337,1
2701428118,2297277346,1
2297277346,2113067030,1
2316413175,2297277346,1
2297277346,302507993,1
2701428118,2113067030,1
2701428118,2316413175,1
2701428118,302507993,1
2316413175,2113067030,1
2113067030,302507993,1
2316413175,302507993,1
2569471741,2136004109,1
2569471741,2413820573,1
2569471741,2134212500,1
2569471741,59687877,1
2569471741,2167460749,1
2569471741,33456021,1
2413820573,2136004109,1
2136004109,2134212500,1
2136004109,59687877,1
2136004109,33456021,1
2413820573,2134212500,1
2413820573,59687877,1
2413820573,2167460749,1
2413820573,33456021,1
2134212500,59687877,1
2167460749,2134212500,1
2134212500,33456021,1
2167460749,59687877,1
59687877,33456021,1
2167460749,33456021,1
2342954692,2291440785,1
2117694895,2106942671,2
2776349379,2106942671,2
2205805699,2106942671,2
2583572455,2106942671,1
2467985664,2106942671,1
2245941028,2106942671,2
2711922957,2106942671,3
2776349379,2117694895,2
2205805699,2117694895,2
2583572455,2117694895,1
2467985664,2117694895,1
2245941028,2117694895,2
2711922957,2117694895,2
2776349379,2205805699,2
2776349379,2583572455,1
2776349379,2467985664,1
2776349379,2245941028,2
2776349379,2711922957,2
2583572455,2205805699,1
2467985664,2205805699,1
2245941028,2205805699,2
2711922957,2205805699,2
2583572455,2467985664,1
2583572455,2245941028,1
2711922957,2583572455,1
2467985664,2245941028,1
2711922957,2467985664,1
2711922957,2245941028,2
2981871982,2098515685,1
2981871982,2105565646,2
2981871982,1798122155,2
2981871982,2130459296,2
2105565646,2098515685,1
2098515685,1798122155,1
2130459296,2098515685,1
2105565646,1798122155,2
2130459296,2105565646,2
2130459296,1798122155,2
2582163865,2167995677,1
2670634797,2582163865,1
2582163865,2099613746,1
2582163865,1815080490,1
2670634797,2167995677,1
2167995677,2099613746,1
2167995677,1815080490,1
2670634797,2099613746,1
2670634797,1815080490,1
2099613746,1815080490,1
1988017698,2103754158,1
2150531691,2091400255,1
2713448833,2091400255,1
2119123250,2091400255,1
2091400255,2044081987,1
2091400255,1643526299,1
2091400255,2060732547,1
2294069752,713108479,1
2294069752,1939350492,1
1939350492,713108479,1
3023781901,2251970172,1
3023781901,2745280802,1
3023781901,3023695664,1
3023781901,2689585240,1
2745280802,2251970172,1
3023695664,2251970172,1
2689585240,2251970172,1
3023695664,2745280802,1
2745280802,2689585240,1
3023695664,2689585240,1
2537838555,2135004459,1
2537838555,2143908571,1
2583740685,2537838555,1
2143908571,2135004459,1
2583740685,2135004459,1
2583740685,2143908571,1
2805588082,2196840670,1
2196840670,2138094074,1
2196840670,2105984735,1
2601596777,2196840670,1
2802465932,2196840670,1
2196840670,2106942671,1
2587193941,2196840670,1
2711922957,2196840670,1
2805588082,2138094074,1
2805588082,2105984735,1
2805588082,2601596777,1
2805588082,2802465932,1
2805588082,2106942671,1
2805588082,2587193941,1
2805588082,2711922957,1
2138094074,2105984735,1
2601596777,2138094074,1
2802465932,2138094074,2
2138094074,2106942671,1
2587193941,2138094074,1
2711922957,2138094074,4
2601596777,2105984735,1
2802465932,2105984735,1
2106942671,2105984735,1
2587193941,2105984735,1
2711922957,2105984735,1
2802465932,2601596777,1
2601596777,2106942671,1
2601596777,2587193941,1
2711922957,2601596777,1
2802465932,2106942671,1
2802465932,2587193941,1
